1089.wav,G#:hdim7/3
1090.wav,G#:hdim7/5
1091.wav,G#:hdim7/7
1092.wav,A:hdim7
1093.wav,A:hdim7/3
1094.wav,A:hdim7/5
1095.wav,A:hdim7/7
1096.wav,A#:hdim7
1097.wav,A#:hdim7/3
1098.wav,A#:hdim7/5
1099.wav,A#:hdim7/7
1100.wav,B:hdim7
1101.wav,B:hdim7/3
1102.wav,B:hdim7/5
1103.wav,B:hdim7/7
1104.wav,C:hdim7
1105.wav,C:hdim7/3
1106.wav,C:hdim7/5
1107.wav,C:hdim7/7
1108.wav,C#:hdim7
1109.wav,C#:hdim7/3
1110.wav,C#:hdim7/5
1111.wav,C#:hdim7/7
1112.wav,D:hdim7
1113.wav,D:hdim7/3
1114.wav,D:hdim7/5
1115.wav,D:hdim7/7
1116.wav,D#:hdim7
1117.wav,D#:hdim7/3
1118.wav,D#:hdim7/5
1119.wav,D#:hdim7/7
1120.wav,E:hdim7
1121.wav,E:hdim7/3
1122.wav,E:hdim7/5
1123.wav,E:hdim7/7
1124.wav,F:hdim7
1125.wav,F:hdim7/3
1126.wav,F:hdim7/5
1127.wav,F:hdim7/7
1128.wav,F#:hdim7
1129.wav,F#:hdim7/3
1130.wav,F#:hdim7/5
1131.wav,F#:hdim7/7
1132.wav,G:hdim7
1133.wav,G:hdim7/3
1134.wav,G:hdim7/5
1135.wav,G:hdim7/7
1136.wav,G#:hdim7
1137.wav,G#:hdim7/3
1138.wav,G#:hdim7/5
1139.wav,G#:hdim7/7
1140.wav,A:hdim7
1141.wav,A:hdim7/3
1142.wav,A:hdim7/5
1143.wav,A:hdim7/7
1144.wav,A#:hdim7
1145.wav,A#:hdim7/3
1146.wav,A#:hdim7/5
1147.wav,A#:hdim7/7
1148.wav,B:hdim7
1149.wav,B:hdim7/3
1150.wav,B:hdim7/5
1151.wav,B:hdim7/7
1152.wav,E:maj
1153.wav,F:maj
1154.wav,F#:maj
1155.wav,G:maj
1156.wav,G#:maj
1157.wav,A:maj
1158.wav,A#:maj
1159.wav,B:maj
1160.wav,C:maj
1161.wav,C#:maj
1162.wav,D:maj
1163.wav,D#:maj
1164.wav,E:maj
1165.wav,A:maj
1166.wav,A#:maj
1167.wav,B:maj
1168.wav,C:maj
1169.wav,C#:maj
1170.wav,D:maj
1171.wav,D#:maj
1172.wav,E:maj
1173.wav,F:maj
1174.wav,F#:maj
1175.wav,G:maj
1176.wav,G#:maj
1177.wav,A:maj
1178.wav,D:maj
1179.wav,D#:maj
1180.wav,E:maj
1181.wav,F:maj
1182.wav,F#:maj
1183.wav,G:maj
1184.wav,G#:maj
1185.wav,A:maj
1186.wav,A#:maj
1187.wav,B:maj
1188.wav,C:maj
1189.wav,C#:maj
1190.wav,D:maj
1191.wav,E:min
1192.wav,F:min
1193.wav,F#:min
1194.wav,G:min
1195.wav,G#:min
1196.wav,A:min
1197.wav,A#:min
1198.wav,B:min
1199.wav,C:min
1200.wav,C#:min
1201.wav,D:min
1202.wav,D#:min
1203.wav,E:min
1204.wav,A:min
1205.wav,A#:min
1206.wav,B:min
1207.wav,C:min
1208.wav,C#:min
1209.wav,D:min
1210.wav,D#:min
1211.wav,E:min
1212.wav,F:min
1213.wav,F#:min
1214.wav,G:min
1215.wav,G#:min
1216.wav,A:min
1217.wav,D:min
1218.wav,D#:min
1219.wav,E:min
1220.wav,F:min
1221.wav,F#:min
1222.wav,G:min
1223.wav,G#:min
1224.wav,A:min
1225.wav,A#:min
1226.wav,B:min
1227.wav,C:min
1228.wav,C#:min
1229.wav,D:min
1230.wav,E:maj7
1231.wav,F:maj7
1232.wav,F#:maj7
1233.wav,G:maj7
1234.wav,G#:maj7
1235.wav,A:maj7
1236.wav,A#:maj7
1237.wav,B:maj7
1238.wav,C:maj7
1239.wav,C#:maj7
1240.wav,D:maj7
1241.wav,D#:maj7
1242.wav,E:maj7
1243.wav,C:maj7
1244.wav,C#:maj7
1245.wav,D:maj7
1246.wav,D#:maj7
1247.wav,E:maj7
1248.wav,F:maj7
1249.wav,F#:maj7
1250.wav,G:maj7
1251.wav,G#:maj7
1252.wav,A:maj7
1253.wav,A#:maj7
1254.wav,B:maj7
1255.wav,C:maj7
1256.wav,F:maj7
1257.wav,F#:maj7
1258.wav,G:maj7
1259.wav,G#:maj7
1260.wav,A:maj7
1261.wav,A#:maj7
1262.wav,B:maj7
1263.wav,C:maj7
1264.wav,C#:maj7
1265.wav,D:maj7
1266.wav,D#:maj7
1267.wav,E:maj7
1268.wav,F:maj7
1269.wav,E:min7
1270.wav,F:min7
1271.wav,F#:min7
1272.wav,G:min7
1273.wav,G#:min7
1274.wav,A:min7
1275.wav,A#:min7
1276.wav,B:min7
1277.wav,C:min7
1278.wav,C#:min7
1279.wav,D:min7
1280.wav,D#:min7
1281.wav,E:min7
1282.wav,A:min7
1283.wav,A#:min7
1284.wav,B:min7
1285.wav,C:min7
1286.wav,C#:min7
1287.wav,D:min7
1288.wav,D#:min7
1289.wav,E:min7
1290.wav,F:min7
1291.wav,F#:min7
1292.wav,G:min7
1293.wav,G#:min7
1294.wav,A:min7
1295.wav,D:min7
1296.wav,D#:min7
1297.wav,E:min7
1298.wav,F:min7
1299.wav,F#:min7
1300.wav,G:min7
1301.wav,G#:min7
1302.wav,A:min7
1303.wav,A#:min7
1304.wav,B:min7
1305.wav,C:min7
1306.wav,C#:min7
1307.wav,D:min7
1308.wav,D:5
1309.wav,D#:5
1310.wav,E:5
1311.wav,F:5
1312.wav,F#:5
1313.wav,G:5
1314.wav,G#:5
1315.wav,A:5
1316.wav,A#:5
1317.wav,B:5
1318.wav,C:5
1319.wav,C#:5
1320.wav,D:5
1321.wav,D:5
1322.wav,D#:5
1323.wav,E:5
1324.wav,F:5
1325.wav,F#:5
1326.wav,G:5
1327.wav,G#:5
1328.wav,A:5
1329.wav,A#:5
1330.wav,B:5
1331.wav,C:5
1332.wav,C#:5
1333.wav,D:5
1334.wav,A:5
1335.wav,A#:5
1336.wav,B:5
1337.wav,C:5
1338.wav,C#:5
1339.wav,D:5
1340.wav,D#:5
1341.wav,E:5
1342.wav,F:5
1343.wav,F#:5
1344.wav,G:5
1345.wav,G#:5
1346.wav,A:5
1347.wav,E:7
1348.wav,F:7
1349.wav,F#:7
1350.wav,G:7
1351.wav,G#:7
1352.wav,A:7
1353.wav,A#:7
1354.wav,B:7
1355.wav,C:7
1356.wav,C#:7
1357.wav,D:7
1358.wav,D#:7
1359.wav,E:7
1360.wav,A:7
1361.wav,A#:7
1362.wav,B:7
1363.wav,C:7
1364.wav,C#:7
1365.wav,D:7
1366.wav,D#:7
1367.wav,E:7
1368.wav,F:7
1369.wav,F#:7
1370.wav,G:7
1371.wav,G#:7
1372.wav,A:7
1373.wav,D:7
1374.wav,D#:7
1375.wav,E:7
1376.wav,F:7
1377.wav,F#:7
1378.wav,G:7
1379.wav,G#:7
1380.wav,A:7
1381.wav,A#:7
1382.wav,B:7
1383.wav,C:7
1384.wav,C#:7
1385.wav,D:7
1386.wav,A:hdim7
1387.wav,A#:hdim7
1388.wav,B:hdim7
1389.wav,C:hdim7
1390.wav,C#:hdim7
1391.wav,D:hdim7
1392.wav,D#:hdim7
1393.wav,E:hdim7
1394.wav,F:hdim7
1395.wav,F#:hdim7
1396.wav,G:hdim7
1397.wav,G#:hdim7
1398.wav,A:hdim7
1399.wav,F:hdim7
1400.wav,F#:hdim7
1401.wav,G:hdim7
1402.wav,G#:hdim7
1403.wav,A:hdim7
1404.wav,A#:hdim7
1405.wav,B:hdim7
1406.wav,C:hdim7
1407.wav,C#:hdim7
1408.wav,D:hdim7
1409.wav,D#:hdim7
1410.wav,E:hdim7
1411.wav,F:hdim7
1412.wav,E:hdim7
1413.wav,F:hdim7
1414.wav,F#:hdim7
1415.wav,G:hdim7
1416.wav,G#:hdim7
1417.wav,A:hdim7
1418.wav,A#:hdim7
1419.wav,B:hdim7
1420.wav,C:hdim7
1421.wav,C#:hdim7
1422.wav,D:hdim7
1423.wav,D#:hdim7
1424.wav,E:hdim7
1425.wav,E:maj
1426.wav,F:maj
1427.wav,F#:maj
1428.wav,G:maj
1429.wav,G#:maj
1430.wav,A:maj
1431.wav,A#:maj
1432.wav,B:maj
1433.wav,C:maj
1434.wav,C#:maj
1435.wav,D:maj
1436.wav,D#:maj
1437.wav,E:maj
1438.wav,A:maj
1439.wav,A#:maj
1440.wav,B:maj
1441.wav,C:maj
1442.wav,C#:maj
1443.wav,D:maj
1444.wav,D#:maj
1445.wav,E:maj
1446.wav,F:maj
1447.wav,F#:maj
1448.wav,G:maj
1449.wav,G#:maj
1450.wav,A:maj
1451.wav,D:maj
1452.wav,D#:maj
1453.wav,E:maj
1454.wav,F:maj
1455.wav,F#:maj
1456.wav,G:maj
1457.wav,G#:maj
1458.wav,A:maj
1459.wav,A#:maj
1460.wav,B:maj
1461.wav,C:maj
1462.wav,C#:maj
1463.wav,D:maj
1464.wav,E:min
1465.wav,F:min
1466.wav,F#:min
1467.wav,G:min
1468.wav,G#:min
1469.wav,A:min
1470.wav,A#:min
1471.wav,B:min
1472.wav,C:min
1473.wav,C#:min
1474.wav,D:min
1475.wav,D#:min
1476.wav,E:min
1477.wav,A:min
1478.wav,A#:min
1479.wav,B:min
1480.wav,C:min
1481.wav,C#:min
1482.wav,D:min
1483.wav,D#:min
1484.wav,E:min
1485.wav,F:min
1486.wav,F#:min
1487.wav,G:min
1488.wav,G#:min
1489.wav,A:min
1490.wav,D:min
1491.wav,D#:min
1492.wav,E:min
1493.wav,F:min
1494.wav,F#:min
1495.wav,G:min
1496.wav,G#:min
1497.wav,A:min
1498.wav,A#:min
1499.wav,B:min
1500.wav,C:min
1501.wav,C#:min
1502.wav,D:min
1503.wav,E:maj7
1504.wav,F:maj7
1505.wav,F#:maj7
1506.wav,G:maj7
1507.wav,G#:maj7
1508.wav,A:maj7
1509.wav,A#:maj7
1510.wav,B:maj7
1511.wav,C:maj7
1512.wav,C#:maj7
1513.wav,D:maj7
1514.wav,D#:maj7
1515.wav,E:maj7
1516.wav,C:maj7
1517.wav,C#:maj7
1518.wav,D:maj7
1519.wav,D#:maj7
1520.wav,E:maj7
1521.wav,F:maj7
1522.wav,F#:maj7
1523.wav,G:maj7
1524.wav,G#:maj7
1525.wav,A:maj7
1526.wav,A#:maj7
1527.wav,B:maj7
1528.wav,C:maj7
1529.wav,F:maj7
1530.wav,F#:maj7
1531.wav,G:maj7
1532.wav,G#:maj7
1533.wav,A:maj7
1534.wav,A#:maj7
1535.wav,B:maj7
1536.wav,C:maj7
1537.wav,C#:maj7
1538.wav,D:maj7
1539.wav,D#:maj7
1540.wav,E:maj7
1541.wav,F:maj7
1542.wav,E:min7
1543.wav,F:min7
1544.wav,F#:min7
1545.wav,G:min7
1546.wav,G#:min7
1547.wav,A:min7
1548.wav,A#:min7
1549.wav,B:min7
1550.wav,C:min7
1551.wav,C#:min7
1552.wav,D:min7
1553.wav,D#:min7
1554.wav,E:min7
1555.wav,A:min7
1556.wav,A#:min7
1557.wav,B:min7
1558.wav,C:min7
1559.wav,C#:min7
1560.wav,D:min7
1561.wav,D#:min7
1562.wav,E:min7
1563.wav,F:min7
1564.wav,F#:min7
1565.wav,G:min7
1566.wav,G#:min7
1567.wav,A:min7
1568.wav,D:min7
1569.wav,D#:min7
1570.wav,E:min7
1571.wav,F:min7
1572.wav,F#:min7
1573.wav,G:min7
1574.wav,G#:min7
1575.wav,A:min7
1576.wav,A#:min7
1577.wav,B:min7
1578.wav,C:min7
1579.wav,C#:min7
1580.wav,D:min7
1581.wav,D:5
1582.wav,D#:5
1583.wav,E:5
1584.wav,F:5
1585.wav,F#:5
1586.wav,G:5
1587.wav,G#:5
1588.wav,A:5
1589.wav,A#:5
1590.wav,B:5
1591.wav,C:5
1592.wav,C#:5
1593.wav,D:5
1594.wav,D:5
1595.wav,D#:5
1596.wav,E:5
1597.wav,F:5
1598.wav,F#:5
1599.wav,G:5
1600.wav,G#:5
1601.wav,A:5
1602.wav,A#:5
1603.wav,B:5
1604.wav,C:5
1605.wav,C#:5
1606.wav,D:5
1607.wav,A:5
1608.wav,A#:5
1609.wav,B:5
1610.wav,C:5
1611.wav,C#:5
1612.wav,D:5
1613.wav,D#:5
1614.wav,E:5
1615.wav,F:5
1616.wav,F#:5
1617.wav,G:5
1618.wav,G#:5
1619.wav,A:5
1620.wav,E:7
1621.wav,F:7
1622.wav,F#:7
1623.wav,G:7
1624.wav,G#:7
1625.wav,A:7
1626.wav,A#:7
1627.wav,B:7
1628.wav,C:7
1629.wav,C#:7
1630.wav,D:7
1631.wav,D#:7
1632.wav,E:7
1633.wav,A:7
1634.wav,A#:7
1635.wav,B:7
1636.wav,C:7
1637.wav,C#:7
1638.wav,D:7
1639.wav,D#:7
1640.wav,E:7
1641.wav,F:7
1642.wav,F#:7
1643.wav,G:7
1644.wav,G#:7
1645.wav,A:7
1646.wav,D:7
1647.wav,D#:7
1648.wav,E:7
1649.wav,F:7
1650.wav,F#:7
1651.wav,G:7
1652.wav,G#:7
1653.wav,A:7
1654.wav,A#:7
1655.wav,B:7
1656.wav,C:7
1657.wav,C#:7
1658.wav,D:7
1659.wav,A:hdim7
1660.wav,A#:hdim7
1661.wav,B:hdim7
1662.wav,C:hdim7
1663.wav,C#:hdim7
1664.wav,D:hdim7
1665.wav,D#:hdim7
1666.wav,E:hdim7
1667.wav,F:hdim7
1668.wav,F#:hdim7
1669.wav,G:hdim7
1670.wav,G#:hdim7
1671.wav,A:hdim7
1672.wav,F:hdim7
1673.wav,F#:hdim7
1674.wav,G:hdim7
1675.wav,G#:hdim7
1676.wav,A:hdim7
1677.wav,A#:hdim7
1678.wav,B:hdim7
1679.wav,C:hdim7
1680.wav,C#:hdim7
1681.wav,D:hdim7
1682.wav,D#:hdim7
1683.wav,E:hdim7
1684.wav,F:hdim7
1685.wav,E:hdim7
1686.wav,F:hdim7
1687.wav,F#:hdim7
1688.wav,G:hdim7
1689.wav,G#:hdim7
1690.wav,A:hdim7
1691.wav,A#:hdim7
1692.wav,B:hdim7
1693.wav,C:hdim7
1694.wav,C#:hdim7
1695.wav,D:hdim7
1696.wav,D#:hdim7
1697.wav,E:hdim7
1698.wav,E:maj
1699.wav,F:maj
1700.wav,F#:maj
1701.wav,G:maj
1702.wav,G#:maj
1703.wav,A:maj
1704.wav,A#:maj
1705.wav,B:maj
1706.wav,C:maj
1707.wav,C#:maj
1708.wav,D:maj
1709.wav,D#:maj
1710.wav,E:maj
1711.wav,A:maj
1712.wav,A#:maj
1713.wav,B:maj
1714.wav,C:maj
1715.wav,C#:maj
1716.wav,D:maj
1717.wav,D#:maj
1718.wav,E:maj
1719.wav,F:maj
1720.wav,F#:maj
1721.wav,G:maj
1722.wav,G#:maj
1723.wav,A:maj
1724.wav,D:maj
1725.wav,D#:maj
1726.wav,E:maj
1727.wav,F:maj
1728.wav,F#:maj
1729.wav,G:maj
1730.wav,G#:maj
1731.wav,A:maj
1732.wav,A#:maj
1733.wav,B:maj
1734.wav,C:maj
1735.wav,C#:maj
1736.wav,D:maj
1737.wav,E:min
1738.wav,F:min
1739.wav,F#:min
1740.wav,G:min
1741.wav,G#:min
1742.wav,A:min
1743.wav,A#:min
1744.wav,B:min
1745.wav,C:min
1746.wav,C#:min
1747.wav,D:min
1748.wav,D#:min
1749.wav,E:min
1750.wav,A:min
1751.wav,A#:min
1752.wav,B:min
1753.wav,C:min
1754.wav,C#:min
1755.wav,D:min
1756.wav,D#:min
1757.wav,E:min
1758.wav,F:min
1759.wav,F#:min
1760.wav,G:min
1761.wav,G#:min
1762.wav,A:min
1763.wav,D:min
1764.wav,D#:min
1765.wav,E:min
1766.wav,F:min
1767.wav,F#:min
1768.wav,G:min
1769.wav,G#:min
1770.wav,A:min
1771.wav,A#:min
1772.wav,B:min
1773.wav,C:min
1774.wav,C#:min
1775.wav,D:min
1776.wav,E:maj7
1777.wav,F:maj7
1778.wav,F#:maj7
1779.wav,G:maj7
1780.wav,G#:maj7
1781.wav,A:maj7
1782.wav,A#:maj7
1783.wav,B:maj7
1784.wav,C:maj7
1785.wav,C#:maj7
1786.wav,D:maj7
1787.wav,D#:maj7
1788.wav,E:maj7
1789.wav,C:maj7
1790.wav,C#:maj7
1791.wav,D:maj7
1792.wav,D#:maj7
1793.wav,E:maj7
1794.wav,F:maj7
1795.wav,F#:maj7
1796.wav,G:maj7
1797.wav,G#:maj7
1798.wav,A:maj7
1799.wav,A#:maj7
1800.wav,B:maj7
1801.wav,C:maj7
1802.wav,F:maj7
1803.wav,F#:maj7
1804.wav,G:maj7
1805.wav,G#:maj7
1806.wav,A:maj7
1807.wav,A#:maj7
1808.wav,B:maj7
1809.wav,C:maj7
1810.wav,C#:maj7
1811.wav,D:maj7
1812.wav,D#:maj7
1813.wav,E:maj7
1814.wav,F:maj7
1815.wav,E:min7
1816.wav,F:min7
1817.wav,F#:min7
1818.wav,G:min7
1819.wav,G#:min7
1820.wav,A:min7
1821.wav,A#:min7
1822.wav,B:min7
1823.wav,C:min7
1824.wav,C#:min7
1825.wav,D:min7
1826.wav,D#:min7
1827.wav,E:min7
1828.wav,A:min7
1829.wav,A#:min7
1830.wav,B:min7
1831.wav,C:min7
1832.wav,C#:min7
1833.wav,D:min7
1834.wav,D#:min7
1835.wav,E:min7
1836.wav,F:min7
1837.wav,F#:min7
1838.wav,G:min7
1839.wav,G#:min7
1840.wav,A:min7
1841.wav,D:min7
1842.wav,D#:min7
1843.wav,E:min7
1844.wav,F:min7
1845.wav,F#:min7
1846.wav,G:min7
1847.wav,G#:min7
1848.wav,A:min7
1849.wav,A#:min7
1850.wav,B:min7
1851.wav,C:min7
1852.wav,C#:min7
1853.wav,D:min7
1854.wav,D:5
1855.wav,D#:5
1856.wav,E:5
1857.wav,F:5
1858.wav,F#:5
1859.wav,G:5
1860.wav,G#:5
1861.wav,A:5
1862.wav,A#:5
1863.wav,B:5
1864.wav,C:5
1865.wav,C#:5
1866.wav,D:5
1867.wav,D:5
1868.wav,D#:5
1869.wav,E:5
1870.wav,F:5
1871.wav,F#:5
1872.wav,G:5
1873.wav,G#:5
1874.wav,A:5
1875.wav,A#:5
1876.wav,B:5
1877.wav,C:5
1878.wav,C#:5
1879.wav,D:5
1880.wav,A:5
1881.wav,A#:5
1882.wav,B:5
1883.wav,C:5
1884.wav,C#:5
1885.wav,D:5
1886.wav,D#:5
1887.wav,E:5
1888.wav,F:5
1889.wav,F#:5
1890.wav,G:5
1891.wav,G#:5
1892.wav,A:5
1893.wav,E:7
1894.wav,F:7
1895.wav,F#:7
1896.wav,G:7
1897.wav,G#:7
1898.wav,A:7
1899.wav,A#:7
1900.wav,B:7
1901.wav,C:7
1902.wav,C#:7
1903.wav,D:7
1904.wav,D#:7
1905.wav,E:7
1906.wav,A:7
1907.wav,A#:7
1908.wav,B:7
1909.wav,C:7
1910.wav,C#:7
1911.wav,D:7
1912.wav,D#:7
1913.wav,E:7
1914.wav,F:7
1915.wav,F#:7
1916.wav,G:7
1917.wav,G#:7
1918.wav,A:7
1919.wav,D:7
1920.wav,D#:7
1921.wav,E:7
1922.wav,F:7
1923.wav,F#:7
1924.wav,G:7
1925.wav,G#:7
1926.wav,A:7
1927.wav,A#:7
1928.wav,B:7
1929.wav,C:7
1930.wav,C#:7
1931.wav,D:7
1932.wav,A:hdim7
1933.wav,A#:hdim7
1934.wav,B:hdim7
1935.wav,C:hdim7
1936.wav,C#:hdim7
1937.wav,D:hdim7
1938.wav,D#:hdim7
1939.wav,E:hdim7
1940.wav,F:hdim7
1941.wav,F#:hdim7
1942.wav,G:hdim7
1943.wav,G#:hdim7
1944.wav,A:hdim7
1945.wav,F:hdim7
1946.wav,F#:hdim7
1947.wav,G:hdim7
1948.wav,G#:hdim7
1949.wav,A:hdim7
1950.wav,A#:hdim7
1951.wav,B:hdim7
1952.wav,C:hdim7
1953.wav,C#:hdim7
1954.wav,D:hdim7
1955.wav,D#:hdim7
1956.wav,E:hdim7
1957.wav,F:hdim7
1958.wav,E:hdim7
1959.wav,F:hdim7
1960.wav,F#:hdim7
1961.wav,G:hdim7
1962.wav,G#:hdim7
1963.wav,A:hdim7
1964.wav,A#:hdim7
1965.wav,B:hdim7
1966.wav,C:hdim7
1967.wav,C#:hdim7
1968.wav,D:hdim7
1969.wav,D#:hdim7
1970.wav,E:hdim7
1971.wav,C:maj
1972.wav,C:maj/3
1973.wav,C:maj/5
1974.wav,C#:maj
1975.wav,C#:maj/3
1976.wav,C#:maj/5
1977.wav,D:maj
1978.wav,D:maj/3
1979.wav,D:maj/5
1980.wav,D#:maj
1981.wav,D#:maj/3
1982.wav,D#:maj/5
1983.wav,E:maj
1984.wav,E:maj/3
1985.wav,E:maj/5
1986.wav,F:maj
1987.wav,F:maj/3
1988.wav,F:maj/5
1989.wav,F#:maj
1990.wav,F#:maj/3
1991.wav,F#:maj/5
1992.wav,G:maj
1993.wav,G:maj/3
1994.wav,G:maj/5
1995.wav,G#:maj
1996.wav,G#:maj/3
1997.wav,G#:maj/5
1998.wav,A:maj
1999.wav,A:maj/3
2000.wav,A:maj/5
2001.wav,A#:maj
2002.wav,A#:maj/3
2003.wav,A#:maj/5
2004.wav,B:maj
2005.wav,B:maj/3
2006.wav,B:maj/5
2007.wav,C:maj
2008.wav,C:maj/3
2009.wav,C:maj/5
2010.wav,C#:maj
2011.wav,C#:maj/3
2012.wav,C#:maj/5
2013.wav,D:maj
2014.wav,D:maj/3
2015.wav,D:maj/5
2016.wav,D#:maj
2017.wav,D#:maj/3
2018.wav,D#:maj/5
2019.wav,E:maj
2020.wav,E:maj/3
2021.wav,E:maj/5
2022.wav,F:maj
2023.wav,F:maj/3
2024.wav,F:maj/5
2025.wav,F#:maj
2026.wav,F#:maj/3
2027.wav,F#:maj/5
2028.wav,G:maj
2029.wav,G:maj/3
2030.wav,G:maj/5
2031.wav,G#:maj
2032.wav,G#:maj/3
2033.wav,G#:maj/5
2034.wav,A:maj
2035.wav,A:maj/3
2036.wav,A:maj/5
2037.wav,A#:maj
2038.wav,A#:maj/3
2039.wav,A#:maj/5
2040.wav,B:maj
2041.wav,B:maj/3
2042.wav,B:maj/5
2043.wav,C:min
2044.wav,C:min/3
2045.wav,C:min/5
2046.wav,C#:min
2047.wav,C#:min/3
2048.wav,C#:min/5
2049.wav,D:min
2050.wav,D:min/3
2051.wav,D:min/5
2052.wav,D#:min
2053.wav,D#:min/3
2054.wav,D#:min/5
2055.wav,E:min
2056.wav,E:min/3
2057.wav,E:min/5
2058.wav,F:min
2059.wav,F:min/3
2060.wav,F:min/5
2061.wav,F#:min
2062.wav,F#:min/3
2063.wav,F#:min/5
2064.wav,G:min
2065.wav,G:min/3
2066.wav,G:min/5
2067.wav,G#:min
2068.wav,G#:min/3
2069.wav,G#:min/5
2070.wav,A:min
2071.wav,A:min/3
2072.wav,A:min/5
2073.wav,A#:min
2074.wav,A#:min/3
2075.wav,A#:min/5
2076.wav,B:min
2077.wav,B:min/3
2078.wav,B:min/5
2079.wav,C:min
2080.wav,C:min/3
2081.wav,C:min/5
2082.wav,C#:min
2083.wav,C#:min/3
2084.wav,C#:min/5
2085.wav,D:min
2086.wav,D:min/3
2087.wav,D:min/5
2088.wav,D#:min
2089.wav,D#:min/3
2090.wav,D#:min/5
2091.wav,E:min
2092.wav,E:min/3
2093.wav,E:min/5
2094.wav,F:min
2095.wav,F:min/3
2096.wav,F:min/5
2097.wav,F#:min
2098.wav,F#:min/3
2099.wav,F#:min/5
2100.wav,G:min
2101.wav,G:min/3
2102.wav,G:min/5
2103.wav,G#:min
2104.wav,G#:min/3
2105.wav,G#:min/5
2106.wav,A:min
2107.wav,A:min/3
2108.wav,A:min/5
2109.wav,A#:min
2110.wav,A#:min/3
2111.wav,A#:min/5
2112.wav,B:min
2113.wav,B:min/3
2114.wav,B:min/5
2115.wav,C:maj7
2116.wav,C:maj7/3
2117.wav,C:maj7/5
2118.wav,C:maj7/7
2119.wav,C#:maj7
2120.wav,C#:maj7/3
2121.wav,C#:maj7/5
2122.wav,C#:maj7/7
2123.wav,D:maj7
2124.wav,D:maj7/3
2125.wav,D:maj7/5
2126.wav,D:maj7/7
2127.wav,D#:maj7
2128.wav,D#:maj7/3
2129.wav,D#:maj7/5
2130.wav,D#:maj7/7
2131.wav,E:maj7
2132.wav,E:maj7/3
2133.wav,E:maj7/5
2134.wav,E:maj7/7
2135.wav,F:maj7
2136.wav,F:maj7/3
2137.wav,F:maj7/5
2138.wav,F:maj7/7
2139.wav,F#:maj7
2140.wav,F#:maj7/3
2141.wav,F#:maj7/5
2142.wav,F#:maj7/7
2143.wav,G:maj7
2144.wav,G:maj7/3
2145.wav,G:maj7/5
2146.wav,G:maj7/7
2147.wav,G#:maj7
2148.wav,G#:maj7/3
2149.wav,G#:maj7/5
2150.wav,G#:maj7/7
2151.wav,A:maj7
2152.wav,A:maj7/3
2153.wav,A:maj7/5
2154.wav,A:maj7/7
2155.wav,A#:maj7
2156.wav,A#:maj7/3
2157.wav,A#:maj7/5
2158.wav,A#:maj7/7
2159.wav,B:maj7
2160.wav,B:maj7/3
2161.wav,B:maj7/5
2162.wav,B:maj7/7
2163.wav,C:maj7
2164.wav,C:maj7/3
2165.wav,C:maj7/5
2166.wav,C:maj7/7
2167.wav,C#:maj7
2168.wav,C#:maj7/3
2169.wav,C#:maj7/5
2170.wav,C#:maj7/7
2171.wav,D:maj7
2172.wav,D:maj7/3
2173.wav,D:maj7/5
2174.wav,D:maj7/7
2175.wav,D#:maj7
2176.wav,D#:maj7/3
2177.wav,D#:maj7/5
2178.wav,D#:maj7/7
2179.wav,E:maj7
2180.wav,E:maj7/3
2181.wav,E:maj7/5
2182.wav,E:maj7/7
2183.wav,F:maj7
2184.wav,F:maj7/3
2185.wav,F:maj7/5
2186.wav,F:maj7/7
2187.wav,F#:maj7
2188.wav,F#:maj7/3
2189.wav,F#:maj7/5
2190.wav,F#:maj7/7
2191.wav,G:maj7
2192.wav,G:maj7/3
2193.wav,G:maj7/5
2194.wav,G:maj7/7
2195.wav,G#:maj7
2196.wav,G#:maj7/3
2197.wav,G#:maj7/5
2198.wav,G#:maj7/7
2199.wav,A:maj7
2200.wav,A:maj7/3
2201.wav,A:maj7/5
2202.wav,A:maj7/7
2203.wav,A#:maj7
2204.wav,A#:maj7/3
2205.wav,A#:maj7/5
2206.wav,A#:maj7/7
2207.wav,B:maj7
2208.wav,B:maj7/3
2209.wav,B:maj7/5
2210.wav,B:maj7/7
2211.wav,C:min7
2212.wav,C:min7/3
2213.wav,C:min7/5
2214.wav,C:min7/7
2215.wav,C#:min7
2216.wav,C#:min7/3
2217.wav,C#:min7/5
2218.wav,C#:min7/7
2219.wav,D:min7
2220.wav,D:min7/3
2221.wav,D:min7/5
2222.wav,D:min7/7
2223.wav,D#:min7
2224.wav,D#:min7/3
2225.wav,D#:min7/5
2226.wav,D#:min7/7
2227.wav,E:min7
2228.wav,E:min7/3
2229.wav,E:min7/5
2230.wav,E:min7/7
2231.wav,F:min7
2232.wav,F:min7/3
2233.wav,F:min7/5
2234.wav,F:min7/7
2235.wav,F#:min7
2236.wav,F#:min7/3
2237.wav,F#:min7/5
2238.wav,F#:min7/7
2239.wav,G:min7
2240.wav,G:min7/3
2241.wav,G:min7/5
2242.wav,G:min7/7
2243.wav,G#:min7
2244.wav,G#:min7/3
2245.wav,G#:min7/5
2246.wav,G#:min7/7
2247.wav,A:min7
2248.wav,A:min7/3
2249.wav,A:min7/5
2250.wav,A:min7/7
2251.wav,A#:min7
2252.wav,A#:min7/3
2253.wav,A#:min7/5
2254.wav,A#:min7/7
2255.wav,B:min7
2256.wav,B:min7/3
2257.wav,B:min7/5
2258.wav,B:min7/7
2259.wav,C:min7
