file_name,root_note,chord_type,instrument,0:C,1:C#,2:D,3:D#,4:E,5:F,6:F#,7:G,8:G#,9:A,10:A#,11:B
1924.wav,8,7,guitar,1.028995,0.4755466,0.32907432,0.80906236,0.8669344,2.0,0.6699563,0.41418362,0.38294318,0.4854747,0.25548756,0.38095635
1925.wav,9,7,guitar,0.47580034,0.86340326,0.365834,0.34540108,0.7875277,0.9389749,2.0,0.63207805,0.4290615,0.43246084,0.40983155,0.27544618
1926.wav,10,7,guitar,0.29980728,0.36348036,0.8438519,0.46706188,0.36544114,0.76270473,0.7983027,2.0,0.82253706,0.41426677,0.3611356,0.3663551
1927.wav,11,7,guitar,0.3594228,0.2921626,0.36080384,0.84654534,0.45010442,0.37260044,0.8278443,0.88958526,2.0,0.68901956,0.33201042,0.28057557
1928.wav,0,7,guitar,0.31974757,0.3365772,0.26625746,0.32515088,0.7832701,0.4278255,0.3752779,0.7903423,0.81435144,2.0,0.751326,0.3335803
1929.wav,1,7,guitar,0.39274907,0.35651204,0.35179907,0.31035957,0.4053555,0.72197515,0.37302178,0.35708898,0.71974796,0.87726593,2.0,0.68213814
1930.wav,2,7,guitar,0.73370314,0.3833741,0.3288124,0.40186155,0.36124903,0.43551347,0.84449357,0.4176537,0.40573573,0.84393436,0.9187299,2.0
1931.wav,3,7,guitar,2.0,0.7287394,0.33070016,0.29600078,0.37797463,0.33026224,0.37656698,0.76059985,0.4104243,0.37466288,0.596587,0.7609762
1932.wav,4,7,guitar,1.0586084,2.0,0.598596,0.33687574,0.32930616,0.42143545,0.364646,0.4522786,0.91043913,0.4800048,0.39529833,0.63225585
1933.wav,5,7,guitar,0.83264637,1.1432528,2.0,0.6724109,0.43250975,0.41591328,0.4893079,0.38230243,0.5821632,0.98217857,0.4356438,0.4154501
1934.wav,6,7,guitar,0.3577804,0.6317768,0.8048947,2.0,0.8672626,0.42202157,0.372641,0.45586297,0.3551898,0.48688775,0.9253968,0.43446678
1935.wav,7,7,guitar,0.47946835,0.4228446,0.6490163,1.0059867,2.0,0.6001792,0.38979295,0.40128058,0.47823608,0.37456554,0.48079574,0.6988368
1936.wav,0,7,guitar,0.39002463,0.36053675,0.2780271,0.36687732,0.7785326,0.41552907,0.37802088,0.80261314,0.8256273,2.0,0.7192931,0.3883623
1937.wav,1,7,guitar,0.5042265,0.3998514,0.38752177,0.34104076,0.44728336,0.8022648,0.41751426,0.40715563,0.8915225,0.91414315,2.0,0.75717646
1938.wav,2,7,guitar,0.8401712,0.47020555,0.3712806,0.44243324,0.36356133,0.4714691,0.9970485,0.46428674,0.4463055,0.85695404,0.9058175,2.0
1939.wav,3,7,guitar,2.0,0.7569876,0.3873253,0.35814625,0.41384253,0.34421164,0.45955306,0.90500027,0.45463592,0.43311572,0.69965255,0.8040756
1940.wav,4,7,guitar,0.98150134,2.0,0.6535151,0.37414575,0.38421786,0.42432994,0.35728076,0.44690746,0.79306877,0.45987767,0.3878863,0.6384555
1941.wav,5,7,guitar,0.9597948,1.1870053,2.0,0.64839095,0.46088618,0.42778555,0.53002334,0.4256226,0.56270844,1.0259395,0.48203057,0.4776094
1942.wav,6,7,guitar,0.42382038,0.67332804,0.79738814,2.0,0.8465333,0.4309975,0.3800809,0.46463725,0.38080978,0.4644917,0.8136773,0.43058705
1943.wav,7,7,guitar,0.48750815,0.41659153,0.65369666,1.0455511,2.0,0.64585304,0.42680478,0.40984866,0.50327766,0.3781908,0.49674192,0.7032455
1944.wav,8,7,guitar,0.7911273,0.539623,0.38348824,0.6598748,0.9188061,2.0,0.80396783,0.41237202,0.40579584,0.50709504,0.3457021,0.3999776
1945.wav,9,7,guitar,0.47800404,0.6677826,0.3612819,0.39697385,0.7099918,0.93654186,2.0,0.66128176,0.41997457,0.42477757,0.42283264,0.3193718
1946.wav,10,7,guitar,0.374758,0.41405597,0.5507831,0.38903475,0.38794473,0.64262766,0.8688803,2.0,0.80079997,0.4918387,0.43345615,0.41113675
1947.wav,11,7,guitar,0.5102932,0.3930583,0.37980747,0.6066013,0.38818696,0.36709136,0.72693294,1.0324458,2.0,0.7349987,0.51951736,0.4554092
1948.wav,0,7,guitar,0.5436853,0.5485996,0.33272043,0.39855123,0.73834777,0.45820412,0.40006703,0.6901002,0.8522486,2.0,0.89794004,0.5315807
1949.wav,5,7,guitar,0.9638373,1.1788011,2.0,0.64217913,0.41467908,0.42245257,0.538551,0.43568188,0.6086702,1.1298614,0.50135124,0.4697656
1950.wav,6,7,guitar,0.3933572,0.67489976,0.8262199,2.0,0.8945423,0.42956287,0.39386505,0.48265803,0.42666382,0.5177712,0.8427461,0.42782646
1951.wav,7,7,guitar,0.40160188,0.3838934,0.61634916,0.99608994,2.0,0.62866026,0.400997,0.38609093,0.5039827,0.39802352,0.47369522,0.60254896
1952.wav,8,7,guitar,0.7275375,0.4862908,0.35331503,0.64855564,0.8834303,2.0,0.79707885,0.4214741,0.39429793,0.51744497,0.3785917,0.38430205
1953.wav,9,7,guitar,0.42398638,0.5565068,0.3325003,0.36598364,0.659864,0.95804346,2.0,0.67528903,0.4044621,0.41401514,0.42063105,0.31529343
1954.wav,10,7,guitar,0.40207195,0.38696444,0.4944589,0.37582043,0.36744422,0.612808,0.9231849,2.0,0.8097577,0.4966706,0.42069843,0.42784983
1955.wav,11,7,guitar,0.5398561,0.40087548,0.42088765,0.526024,0.33375597,0.4364756,0.73490024,0.98499084,2.0,0.68538433,0.44468617,0.4262758
1956.wav,0,7,guitar,0.51395595,0.5975816,0.3946358,0.42095977,0.68928987,0.4161904,0.4254527,0.70847154,0.85702085,2.0,0.9063877,0.49685282
1957.wav,1,7,guitar,0.66618663,0.55005014,0.47255433,0.3856253,0.4445857,0.68461955,0.4377478,0.4709773,0.8351997,1.0478762,2.0,0.8253492
1958.wav,2,7,guitar,1.0491071,0.6939263,0.52259743,0.61467767,0.5263727,0.5753693,0.793208,0.47674733,0.5555626,0.99509114,0.9554789,2.0
1959.wav,3,7,guitar,2.0,0.8748678,0.49716073,0.4798774,0.58528787,0.49561825,0.49525547,0.67388725,0.42877,0.5401622,0.7337688,0.8254255
1960.wav,4,7,guitar,1.1345627,2.0,0.69799113,0.50453085,0.5390813,0.8040781,0.65044266,0.6588371,0.9970259,0.58413696,0.60766965,0.8526015
1961.wav,5,7,guitar,1.1933074,1.2305853,1.9195609,0.7513689,0.63963366,0.7147229,0.988065,0.7878928,0.91269654,1.1979617,0.5945058,0.67356557
1962.wav,0,hdim7,guitar,0.5706432,0.47851944,0.47247368,0.8731742,0.50748867,0.35226285,0.3947667,0.9337355,0.8303529,2.0,0.81785727,0.4176681
1963.wav,1,hdim7,guitar,0.5368423,0.5113909,0.4223006,0.55089843,1.0876893,0.5962136,0.42023832,0.5023548,0.8902251,1.0237635,2.0,0.72899914
1964.wav,2,hdim7,guitar,0.8410016,0.5264678,0.5173798,0.46422505,0.62427765,1.2064985,0.69734657,0.4448977,0.57789147,1.0362493,0.9142593,2.0
1965.wav,3,hdim7,guitar,2.0,0.83443105,0.45455933,0.47892913,0.4519247,0.5243751,1.0813124,0.57496715,0.37273923,0.47495747,0.7079175,0.72805077
1966.wav,4,hdim7,guitar,0.8919276,2.0,0.7821159,0.43790567,0.54053485,0.47221735,0.58776164,1.0901605,0.64749914,0.43150973,0.42019424,0.6657472
1967.wav,5,hdim7,guitar,0.9382796,1.180556,2.0,0.70903313,0.54146206,0.6195976,0.5195521,0.7325033,1.1339022,0.5874671,0.41542637,0.48153156
1968.wav,6,hdim7,guitar,0.4299811,0.6991239,0.84553456,2.0,0.8637644,0.49444565,0.547721,0.46638438,0.53591734,1.1243322,0.5475044,0.3499929
1969.wav,7,hdim7,guitar,0.3937487,0.4187716,0.65693235,0.9496376,2.0,0.66669226,0.47392544,0.5037012,0.417397,0.56674016,0.80825275,0.4068194
1970.wav,8,hdim7,guitar,0.53854096,0.4041825,0.37334102,0.6532084,0.8619015,2.0,0.8237555,0.42171484,0.51166034,0.4149679,0.4162825,0.7514334
1971.wav,9,hdim7,guitar,0.6611475,0.4007269,0.29148364,0.3980956,0.65900683,0.94424677,2.0,0.6238358,0.44173884,0.47557223,0.3313446,0.37797308
1972.wav,10,hdim7,guitar,0.39869317,0.61298263,0.40595388,0.32209808,0.39329103,0.63945735,0.8883462,2.0,0.77660096,0.46551216,0.4571273,0.3188863
1973.wav,11,hdim7,guitar,0.40955317,0.4726536,0.60689896,0.3861763,0.3387996,0.451904,0.7627604,1.030772,2.0,0.78098196,0.48454785,0.44541425
1974.wav,0,hdim7,guitar,0.5432453,0.40798637,0.3587996,0.579966,0.4719141,0.39039254,0.43698257,0.68132377,0.8196203,2.0,0.91694057,0.4974631
1975.wav,8,hdim7,guitar,0.41728798,0.3878948,0.406227,0.8529079,0.7475779,2.0,0.76548624,0.56757116,0.68020684,0.3118243,0.30616438,0.45025027
1976.wav,9,hdim7,guitar,0.4072257,0.34646085,0.3165723,0.3766999,0.8007085,0.72631973,2.0,0.9430195,0.58527887,0.6464589,0.2881412,0.28783506
1977.wav,10,hdim7,guitar,0.33275023,0.40358895,0.3246678,0.36723065,0.43740934,0.7738969,0.7708223,2.0,0.8239177,0.6006024,0.52633363,0.24696611
1978.wav,11,hdim7,guitar,0.2616031,0.2970246,0.37564325,0.3504542,0.3854873,0.4262699,0.87802035,0.7893587,2.0,0.8916967,0.5351255,0.40861177
1979.wav,0,hdim7,guitar,0.38414824,0.24329895,0.24258485,0.34397778,0.3418078,0.35536468,0.46381664,0.789905,0.737965,2.0,0.71388793,0.45993108
1980.wav,1,hdim7,guitar,0.51815,0.40828475,0.2607572,0.2835669,0.42003202,0.3668853,0.3982131,0.48404306,0.8205339,0.8215269,2.0,0.7677567
1981.wav,2,hdim7,guitar,0.7742399,0.47879618,0.38798752,0.28661126,0.33352867,0.43940827,0.41982692,0.42567927,0.51705605,0.88865614,0.86575603,2.0
1982.wav,3,hdim7,guitar,2.0,0.63210374,0.41468728,0.41220266,0.29974937,0.31513032,0.37953907,0.33087778,0.36982894,0.5042269,0.6924283,0.93575263
1983.wav,4,hdim7,guitar,1.0529222,2.0,0.61273324,0.4322342,0.4752983,0.3402294,0.32882988,0.3686267,0.38207293,0.4261985,0.42396152,0.71125126
1984.wav,5,hdim7,guitar,0.9426881,1.1075891,2.0,0.6841486,0.50621325,0.51424736,0.34772125,0.3422526,0.49160975,0.44846818,0.39135942,0.4972382
1985.wav,6,hdim7,guitar,0.4590124,0.7244266,0.78746367,2.0,0.8912847,0.47259158,0.48929688,0.3493774,0.3199757,0.47302294,0.3751779,0.34970638
1986.wav,7,hdim7,guitar,0.37573612,0.4204659,0.61486346,0.915883,2.0,0.66992223,0.46772873,0.47868082,0.32688743,0.37183106,0.39868805,0.31126416
1987.wav,8,hdim7,guitar,0.36207277,0.35331255,0.34439445,0.6035941,0.812204,2.0,0.8368827,0.46335995,0.48166928,0.3591013,0.33613446,0.34459856
1988.wav,7,hdim7,guitar,0.9338197,1.1145461,2.0,0.7241837,0.53670037,0.6095766,0.53744274,0.72076845,1.3411826,0.6696732,0.4051749,0.45344865
1989.wav,8,hdim7,guitar,0.4341488,0.68764794,0.8055707,2.0,0.8793948,0.48094642,0.5334236,0.44398397,0.54465663,0.9784081,0.5080951,0.3375172
1990.wav,9,hdim7,guitar,0.40047634,0.4285438,0.6641172,0.99054885,2.0,0.6755394,0.47826427,0.5133662,0.43181485,0.56751186,0.8766644,0.42740196
1991.wav,10,hdim7,guitar,0.54726756,0.38956344,0.371775,0.64901805,0.8591673,2.0,0.7796227,0.4278051,0.5031645,0.41976744,0.43312466,0.796338
1992.wav,11,hdim7,guitar,0.67450655,0.41055343,0.30110508,0.39144674,0.6729888,0.9237361,2.0,0.6367657,0.42321095,0.4857026,0.31359768,0.36490372
1993.wav,0,hdim7,guitar,0.39966732,0.6400025,0.40844008,0.31848598,0.40034062,0.63515836,0.90463877,2.0,0.7937273,0.46767637,0.45292115,0.32357135
1994.wav,1,hdim7,guitar,0.37080836,0.41108534,0.5299359,0.36302555,0.3055762,0.42389095,0.68469775,0.9418663,2.0,0.69798815,0.4497014,0.39658085
1995.wav,2,hdim7,guitar,0.5780444,0.442479,0.41827157,0.5907339,0.41428643,0.38411906,0.48665595,0.75795585,0.86806023,2.0,0.84236366,0.49202257
1996.wav,3,hdim7,guitar,0.64798623,0.67071265,0.44444585,0.514919,0.86870605,0.5000789,0.48177737,0.6354048,0.9663602,1.1438634,2.0,0.7793996
1997.wav,4,hdim7,guitar,1.0027254,0.68746483,0.6634904,0.5053122,0.6542034,0.9336234,0.50722784,0.45812118,0.6550987,1.1428478,1.0013793,2.0
1998.wav,5,hdim7,guitar,2.0,1.0148597,0.5254807,0.57440627,0.47060332,0.5130021,0.8169746,0.47437644,0.44249576,0.6443778,0.8411578,0.8359799
1999.wav,6,hdim7,guitar,1.1171248,2.0,0.7070421,0.5162803,0.7315942,0.6515363,0.7041637,0.914088,0.4994257,0.52471125,0.70271885,0.8795179
2000.wav,7,hdim7,guitar,1.0202487,0.95878524,2.0,0.93829423,0.7197881,0.90246874,0.5507141,0.6246392,1.1069708,0.6126679,0.5462391,0.6634413
2001.wav,7,maj,guitar,0.56552184,0.38889167,0.4404283,0.8346151,2.0,0.78966916,0.53537035,0.45257306,0.552968,0.31650376,0.4851604,1.1436732
2002.wav,8,maj,guitar,1.8164685,0.72581863,0.4128468,0.40947667,0.8300173,2.0,0.79615426,0.48498136,0.51679206,0.76484853,0.56397116,0.8539928
2003.wav,9,maj,guitar,0.6972947,1.3888111,0.6062259,0.37359217,0.4147697,0.849877,2.0,0.772351,0.4356895,0.40313613,0.6004795,0.44131595
2004.wav,10,maj,guitar,0.6550316,0.904397,1.6077892,0.700099,0.5376691,0.6257384,1.0534682,1.9729977,0.8120844,0.7613412,0.759607,0.721767
2005.wav,11,maj,guitar,0.8800241,0.52542,0.5916486,1.370513,0.6403991,0.41174287,0.43434632,0.7625022,2.0,0.94048655,0.5468565,0.53800654
2006.wav,0,maj,guitar,0.65321463,1.0376062,0.7965793,0.9098346,1.9513627,0.9284572,0.5938739,0.5876962,0.89029634,1.8758796,0.864022,0.5942397
2007.wav,1,maj,guitar,0.5717447,0.5890791,0.9679407,0.6049087,0.63933694,1.353466,0.8235595,0.6046636,0.6130828,0.9057579,2.0,0.83859557
2008.wav,2,maj,guitar,0.88688564,0.68719006,0.72452,1.0911331,0.9136692,0.9951626,2.0,0.8955141,0.52760476,0.5966888,0.9861437,1.5634036
2009.wav,3,maj,guitar,2.0,0.93424094,0.44932067,0.30538878,0.32748067,0.27534342,0.4079976,0.77075684,0.49359173,0.34449875,0.38332105,0.76039636
2010.wav,4,maj,guitar,1.046817,2.0,0.7857944,0.5307746,0.59687984,0.7665282,0.6360403,0.73945755,1.0397799,0.5559107,0.49646762,0.57138276
2011.wav,5,maj,guitar,0.57031465,0.9635086,2.0,0.90549135,0.52517045,0.54095984,0.79243255,0.6585817,0.73377573,1.3627608,0.75103045,0.4997136
2012.wav,6,maj,guitar,0.37766016,0.44591856,0.87485695,2.0,0.88808,0.5393029,0.5087628,0.6169272,0.48233858,0.6291762,1.1192007,0.5761249
2013.wav,7,maj,guitar,0.42394435,0.4290196,0.5178453,0.9307711,2.0,0.9042423,0.49404043,0.42200476,0.53243,0.3294597,0.3880385,0.5361997
2014.wav,0,maj,guitar,0.570246,0.95671856,0.5665514,0.77040017,1.6308984,0.81676745,0.55449957,0.5662698,0.9222268,2.0,0.76118624,0.59227705
2015.wav,1,maj,guitar,0.56383526,0.625935,0.99044865,0.67076844,0.9056657,1.8861998,1.0428703,0.73892474,0.64606845,0.9264159,1.904191,0.73720497
2016.wav,2,maj,guitar,0.7549076,0.44836468,0.60178316,1.0127906,0.63172424,0.8711417,2.0,1.0040236,0.61115444,0.5303067,0.70656943,1.3255208
2017.wav,3,maj,guitar,2.0,0.83636934,0.46727824,0.5016769,0.74101716,0.59300935,0.7016647,1.1121249,0.66037583,0.5118555,0.57157385,0.85879946
2018.wav,4,maj,guitar,1.0178032,2.0,0.89456874,0.5525662,0.52279884,0.7024083,0.55969596,0.64363515,1.0747987,0.66639805,0.48088872,0.53872335
2019.wav,5,maj,guitar,0.5556865,1.1023461,2.0,0.8721914,0.5669722,0.61868864,0.6523335,0.47546053,0.7717246,1.2173566,0.63874733,0.46635026
2020.wav,6,maj,guitar,0.51143664,0.5727668,0.9079716,2.0,0.94585484,0.46843952,0.508598,0.68203,0.5267585,0.59309906,1.0726061,0.66566944
2021.wav,7,maj,guitar,0.7026467,0.5797555,0.6366504,0.9073112,2.0,0.91625965,0.5988329,0.5591577,0.7041666,0.4815791,0.79143435,1.0239066
2022.wav,8,maj,guitar,1.2267241,0.65816116,0.4543019,0.51927155,0.9306003,2.0,0.817755,0.44659594,0.4763279,0.6431007,0.4638883,0.557919
2023.wav,9,maj,guitar,0.6999624,1.148571,0.57758796,0.44656706,0.53953755,0.94889784,2.0,0.9280366,0.60587096,0.50915504,0.51998955,0.53419745
2024.wav,10,maj,guitar,0.74470377,1.0897756,2.0,1.0479693,0.6783726,0.67826456,0.8931304,1.1853986,0.71494895,0.59500587,0.5668005,0.80451137
2025.wav,11,maj,guitar,0.6152501,0.5856168,0.63322014,1.3135648,0.7862735,0.5442092,0.61821735,1.0134325,2.0,0.83709157,0.43987417,0.4355551
2026.wav,0,maj,guitar,0.6415243,0.96374685,0.7166338,0.851205,1.3314593,0.7569115,0.62542266,0.7398607,1.2287687,2.0,0.8536285,0.48068243
2027.wav,5,maj,guitar,0.43841898,0.78632915,2.0,0.9908081,0.62794757,0.61602753,0.823595,0.4551455,0.6271034,1.3856328,0.6748929,0.3963356
2028.wav,6,maj,guitar,0.5252221,0.5469178,0.8985744,2.0,0.8992094,0.543833,0.59082884,0.6382431,0.4912055,0.66497386,1.2106228,0.7100435
2029.wav,7,maj,guitar,0.49397868,0.47823417,0.531861,0.8652737,2.0,0.93956983,0.5455362,0.45703948,0.5509957,0.34795862,0.41527066,0.65252316
2030.wav,8,maj,guitar,1.2091998,0.62728786,0.3946245,0.5042087,0.9477534,2.0,0.94343203,0.5865609,0.5783682,0.67527807,0.54372597,0.666983
2031.wav,9,maj,guitar,0.7825471,1.2867296,0.77413696,0.63100964,0.62801987,1.0003175,2.0,0.8290399,0.56368625,0.50484836,0.653327,0.573037
2032.wav,10,maj,guitar,0.68953705,1.0439018,2.0,1.0113496,0.65448725,0.6766007,1.0963914,1.4041773,0.7223457,0.5647708,0.59493804,0.6072978
2033.wav,11,maj,guitar,0.73077965,0.6116944,0.82673836,1.574992,0.7688277,0.5075188,0.5352597,0.8108007,1.9269693,0.95404154,0.560588,0.619641
2034.wav,0,maj,guitar,0.61946267,0.7612699,0.50795835,0.6522659,0.99483,0.5596986,0.43213725,0.5303962,0.9340718,2.0,0.8398095,0.48735565
2035.wav,1,maj,guitar,0.45039406,0.5331228,0.8978871,0.59602845,0.5932684,1.0205863,0.68888354,0.50906706,0.70154077,1.0160432,2.0,0.88161963
2036.wav,2,maj,guitar,0.6756205,0.544349,0.6287167,1.030611,0.83419776,1.188546,2.0,0.91281044,0.6211115,0.73857045,1.0572188,1.4161688
2037.wav,3,maj,guitar,2.0,1.0835891,0.61048883,0.678855,0.83040214,0.7072231,0.7447207,1.1494205,0.5657047,0.40972507,0.48988768,0.8724282
2038.wav,4,maj,guitar,1.0023484,2.0,0.9305468,0.61659217,0.58221704,0.63113886,0.59311944,0.6524075,1.0381128,0.6037609,0.47907004,0.5358743
2039.wav,5,maj,guitar,0.5328987,1.0401546,2.0,1.0732932,0.641847,0.57068586,0.51429343,0.54094595,0.69023407,0.81841683,0.4679488,0.3951421
2040.wav,7,min,guitar,0.66454035,0.4341821,0.5641234,0.8959835,2.0,0.67300516,0.52715445,0.6451334,0.37012702,0.36435455,0.624979,1.389163
2041.wav,8,min,guitar,1.9145414,0.814382,0.4057305,0.45019558,0.6986731,1.9875147,0.8995782,0.5086111,0.76664305,0.5328457,0.48511624,0.8015746
2042.wav,9,min,guitar,0.84755826,1.8308399,0.8010625,0.515821,0.53823924,0.7565942,1.6409378,0.5889683,0.4732948,0.6597556,0.5064746,0.4852363
2043.wav,10,min,guitar,0.34461695,0.5790874,1.5911813,0.76814115,0.46614173,0.44585985,0.7415739,1.6519713,0.8681057,0.67220044,0.7758091,0.4310294
2044.wav,11,min,guitar,0.49467808,0.4286095,0.72680414,1.6952266,0.711972,0.4128151,0.49760613,0.7628345,2.0,0.9543576,0.747329,0.6409493
2045.wav,0,min,guitar,1.0677369,0.7088316,0.5939437,0.8494471,1.9578015,0.82947296,0.43596274,0.46373743,0.8045234,1.914011,0.924827,0.7280976
2046.wav,1,min,guitar,0.7720456,1.0251982,0.6397584,0.5513475,0.72349703,1.5002549,0.81952655,0.56891966,0.5982149,0.8346491,2.0,0.91413844
2047.wav,2,min,guitar,1.0795317,0.8065405,1.1226282,0.6679183,0.55696654,0.8758934,1.8995926,0.9479571,0.5961711,0.5601924,0.83967936,1.8596069
2048.wav,3,min,guitar,2.0,0.93563163,0.6221187,0.91278696,0.556705,0.4533986,0.58737946,0.92019635,0.5003816,0.3938008,0.46359867,0.7627598
2049.wav,4,min,guitar,0.89442325,2.0,0.7362696,0.430422,0.41028887,0.3347625,0.32921404,0.45287544,0.86274606,0.53102386,0.4157961,0.46699905
2050.wav,5,min,guitar,0.52414554,0.9974028,2.0,0.90870637,0.44662473,0.5630054,0.42511833,0.35020924,0.44530386,0.82983124,0.5448323,0.41006288
2051.wav,6,min,guitar,0.37981933,0.41837394,0.86608124,2.0,0.8964072,0.629961,0.80146575,0.4763917,0.44563013,0.6125561,1.168471,0.56767935
2052.wav,7,min,guitar,0.5490755,0.53117865,0.66326123,1.0976248,2.0,0.8487886,0.6276233,0.7272897,0.5487289,0.5441547,0.7857089,0.86655045
2053.wav,0,min,guitar,0.8591732,0.54563075,0.4449968,0.6370248,1.5043441,0.67792034,0.38620806,0.45733404,0.7770225,2.0,0.89875394,0.6672025
2054.wav,1,min,guitar,0.7247784,0.97220254,0.53168553,0.48922405,0.8458878,1.9077158,0.98177326,0.7008441,0.6367755,1.0015657,2.0,0.7799876
2055.wav,2,min,guitar,0.8208531,0.615204,0.97546506,0.6275985,0.47017682,0.867584,1.8987207,0.8729828,0.5093218,0.46878844,0.75248325,1.7123278
2056.wav,3,min,guitar,2.0,0.9754869,0.6015813,0.7948965,0.42964292,0.36218265,0.44460493,0.8035008,0.38764733,0.3218813,0.35412592,0.67482495
2057.wav,4,min,guitar,0.872591,2.0,0.7858992,0.5097594,0.4550607,0.37872303,0.37916958,0.5293107,0.8464202,0.45335007,0.39674717,0.4779787
2058.wav,5,min,guitar,0.6058294,0.8294145,2.0,1.0177851,0.64917135,0.91321945,0.74097574,0.6638314,0.9519508,1.3106992,0.6797148,0.52134615
2059.wav,6,min,guitar,0.6187024,0.7168336,1.1688443,2.0,0.7018919,0.4580444,0.67823577,0.53732103,0.53878176,0.7642137,1.3102878,0.73528063
2060.wav,7,min,guitar,0.49810672,0.5306259,0.64440477,1.0263603,2.0,0.9193682,0.7315117,0.81276405,0.5179911,0.5076528,0.6826481,0.83947855
2061.wav,8,min,guitar,1.2638593,0.6515763,0.41120917,0.44882828,0.8488616,2.0,0.9379811,0.647242,0.80332905,0.5236328,0.42466807,0.5846343
2062.wav,9,min,guitar,0.6159347,1.0230213,0.44023797,0.36377186,0.4527142,0.91082066,2.0,0.85608625,0.5809271,0.60957694,0.4357469,0.47020584
2063.wav,10,min,guitar,0.6110624,1.0576389,1.9527345,1.1368985,0.7432979,0.75296533,1.0377976,1.4058491,0.77177924,0.63761526,0.7706533,0.5178572
2064.wav,11,min,guitar,0.47144964,0.49632558,0.7909712,1.6190085,0.7399843,0.5030178,0.5500609,0.8989301,1.8493223,0.85293174,0.5614781,0.508499
2065.wav,0,min,guitar,0.8268546,0.7989031,0.6423514,0.87586653,1.0372801,0.6684755,0.5844216,0.5962443,0.9116658,2.0,1.1195476,0.6891491
2066.wav,5,min,guitar,0.60113215,0.7853499,1.4238296,0.7832116,0.906078,2.0,1.123071,0.71385694,0.7664858,1.2830565,0.5642312,0.4786249
2067.wav,6,min,guitar,0.5334291,0.7036697,0.8188461,1.2160149,0.82998776,1.0334926,2.0,0.9034463,0.6699476,0.89625347,1.1423126,0.54943687
2068.wav,7,min,guitar,0.5972407,0.5567917,0.84058154,1.0203543,1.6427794,0.8980688,1.448972,2.0,0.86125076,0.60845387,0.7778436,1.0831805
2069.wav,8,min,guitar,1.4935498,0.8224167,0.5578298,0.6862061,0.7673237,1.173555,0.86592907,1.0853345,2.0,1.0593095,0.6991573,0.82445514
2070.wav,9,min,guitar,0.9533242,1.7956111,0.79580337,0.5515138,0.66348994,0.80948377,1.3036535,0.9117087,1.0438623,2.0,1.0070812,0.6635394
2071.wav,10,min,guitar,0.5973673,0.82618964,1.5842566,0.86949456,0.5578877,0.510648,0.5708838,0.84024274,0.47402337,0.8312366,1.7491791,0.9489692
2072.wav,11,min,guitar,0.8839864,0.69600797,1.0625744,1.9210235,0.9339132,0.63216853,0.79737675,0.84209025,1.0979122,0.5728789,1.0239259,1.2452927
2073.wav,0,min,guitar,2.0,0.874894,0.4571855,0.45284086,0.6412569,0.4563502,0.44574022,0.45098865,0.5743078,1.0069984,0.81309295,1.0121895
2074.wav,1,min,guitar,1.0846179,2.0,0.86134076,0.63482094,0.855627,1.219122,0.7805482,0.6573024,0.7297197,0.75529706,0.9240236,0.7091133
2075.wav,2,min,guitar,0.5829133,1.0762008,2.0,1.0575658,0.5752959,0.67270315,0.97357666,0.5831721,0.41678584,0.4358472,0.46228778,0.41899818
2076.wav,3,min,guitar,0.848316,0.78120804,1.1065179,2.0,0.958784,0.65514326,0.79975235,1.0508152,0.621623,0.47904107,0.4690469,0.62941784
2077.wav,4,min,guitar,0.7209792,1.0597786,0.7349039,1.2034101,2.0,1.0768797,0.7208724,0.9212303,1.5537215,0.62990576,0.42600936,0.48661008
2078.wav,5,min,guitar,0.7692104,1.0904753,1.7178671,0.9945939,1.018098,2.0,1.1220019,0.8265313,1.07777,1.719142,1.0591028,0.7822116
2079.wav,7,maj7,guitar,0.84015,0.6403539,0.89196146,1.6465242,2.0,0.91127324,0.616765,0.56304264,0.7389251,0.39506495,0.73116827,1.4805591
2080.wav,8,maj7,guitar,2.0,0.9044547,0.689195,0.9902177,1.6742086,1.7149713,0.7438213,0.6109481,0.6653504,0.9016863,0.5577114,0.99884117
2081.wav,9,maj7,guitar,1.060641,2.0,0.71029484,0.47395486,0.6511879,1.3636701,1.5445753,0.77541375,0.6129911,0.6488815,0.8532223,0.6050921
2082.wav,10,maj7,guitar,0.5565426,0.7874632,1.6541648,0.8595727,0.6742438,1.0412636,1.9092675,1.8423458,0.7494962,0.5853406,0.6217172,0.61744976
2083.wav,11,maj7,guitar,0.72828805,0.57683897,0.74575484,1.5516275,0.6846825,0.42815018,0.5268894,1.0763429,1.7352324,0.79837334,0.52536225,0.45306423
2084.wav,0,maj7,guitar,0.6140795,1.0743444,0.7802933,0.9946151,1.8940505,0.89800775,0.621827,0.72447896,1.4810777,1.8906953,0.7306925,0.5786289
2085.wav,1,maj7,guitar,0.5902349,0.6379652,1.0943141,0.6474223,0.6912087,1.4277401,0.82251155,0.59615576,0.6850059,1.3699744,2.0,0.9174458
2086.wav,2,maj7,guitar,0.97972363,0.71782017,0.6736772,1.0154734,0.83836937,0.9308759,1.899368,0.8146367,0.5725795,0.7714434,1.1230507,1.6084042
2087.wav,3,maj7,guitar,2.0,0.8501899,0.46509358,0.3822986,0.43625188,0.46884942,0.59689593,0.8505154,0.46994656,0.40813208,0.5713609,1.0370185
