file_name,root_note,chord_type,0,1,2,3,4,5,6,7,8,9,10,11
1579.wav,1,7/7,0.47303602,0.8891592,0.58677864,0.63625705,0.5901538,0.79825056,0.75847507,0.33135918,0.2634869,0.3568949,1.0,0.36667755
1580.wav,2,7,0.50503236,0.35352507,0.5194449,1.0,0.3773778,0.2914983,0.630938,0.7745091,0.6594851,0.51291984,0.8353337,0.7708871
1581.wav,2,7/3,0.5895419,0.30095246,0.23060457,0.36713028,1.0,0.508123,0.36951512,0.47868872,0.24696216,0.40358108,0.3225907,0.73009956
1582.wav,2,7/5,0.46594748,0.53321475,0.5070749,0.5653076,1.0,0.6074218,0.41475642,0.36863288,0.6123754,0.41470057,0.4541208,0.8829904
1583.wav,2,7/7,0.3953179,0.29292777,0.4656355,0.22378121,0.26930127,0.3254454,0.58144283,0.52325195,0.24803282,0.2360033,0.40488142,1.0
1584.wav,3,7,0.61195487,0.2638486,0.2959966,0.82176876,1.0,0.4956866,0.39875537,0.71268594,0.6713153,0.49419457,0.5321121,0.81235915
1585.wav,3,7/3,0.9422812,1.0,0.59614533,0.43268603,0.43770686,0.5696063,0.30855262,0.4664668,0.9337949,0.6126196,0.67039204,0.4919187
1586.wav,3,7/5,0.6669025,0.63923806,0.9645392,0.54871845,0.85272473,1.0,0.6019029,0.45309657,0.4591537,0.8015207,0.57423854,0.6030487
1587.wav,3,7/7,0.5613018,0.32088074,0.2707861,0.23624083,0.3519975,0.45883754,0.3594932,0.5490454,1.0,0.42223036,0.33652952,0.3709142
1588.wav,4,7,0.86781853,0.58299744,0.50342816,0.44645292,1.0,0.9763543,0.46966264,0.30398464,0.47067878,0.94911116,0.53622216,0.4097064
1589.wav,4,7/3,0.37436813,0.6550303,0.98391724,0.52795565,0.46142626,0.37511143,1.0,0.48629344,0.36367178,0.5962297,0.45016906,0.39448845
1590.wav,4,7/5,0.45372227,0.9315061,0.5237904,0.6059441,0.61468613,0.7883774,0.6693809,0.33329606,0.24533084,0.24842957,1.0,0.43242213
1591.wav,4,7/7,0.37486017,0.85210085,0.4176403,0.45033547,0.71865,0.41486827,0.44982153,0.32012534,0.7502462,1.0,0.4397,0.32145697
1592.wav,5,7,0.35157076,0.97746533,0.94596046,0.52522534,0.53925323,0.67071456,0.7462116,0.26471564,0.3807807,0.63121367,1.0,0.45641237
1593.wav,5,7/3,0.36466143,0.22695225,0.6757628,0.9430344,0.35512194,0.2652497,0.30315694,0.85500395,0.6364009,0.598233,1.0,0.33666122
1594.wav,5,7/5,0.5009224,0.34970307,0.5994777,0.21138713,0.32372713,0.35375822,0.65218997,0.6414017,0.2836417,0.21391818,0.33924535,1.0
1595.wav,5,7/7,0.3222664,0.40124083,1.0,0.3621227,0.32971525,0.49088404,0.34260002,0.43933687,0.47335404,0.97590697,0.83605355,0.29359576
1596.wav,6,7,0.42008188,0.44164348,0.71873665,1.0,0.43074554,0.2610697,0.66816014,0.76580846,0.43294576,0.38721967,0.83344585,0.77334446
1597.wav,6,7/3,0.47052118,0.54783237,0.5934793,0.7590115,1.0,0.61388475,0.4833593,0.5258976,0.6453177,0.33952826,0.56496423,0.91172403
1598.wav,6,7/5,0.5703203,0.2523033,0.20297056,0.26110822,0.2791793,0.42593145,0.34225205,0.50137836,1.0,0.45448077,0.37148753,0.40227267
1599.wav,6,7/7,0.31902224,0.37419328,0.38425028,1.0,0.35322398,0.2797401,0.692349,0.5507983,0.64813745,0.4296988,0.6905952,0.6426934
1600.wav,7,7,0.68557197,0.3793394,0.46243766,1.0,0.7273324,0.33128154,0.30435422,0.51758826,0.78788304,0.4984478,0.49311322,0.7873491
1601.wav,7,7/3,0.662484,0.39682707,1.0,0.7352058,0.9278821,0.82793814,0.51990217,0.4451402,0.33106005,0.63045025,0.40030494,0.48724204
1602.wav,7,7/5,0.39474675,0.8426381,0.40072033,0.50760734,0.7609812,0.41498455,0.48691413,0.35957554,0.77211016,1.0,0.50549155,0.36143342
1603.wav,7,7/7,0.62244135,0.24739619,0.32185063,0.34019154,0.80683863,0.6146223,0.5872464,1.0,0.57856095,0.6721949,0.32597074,0.50458735
1604.wav,8,7,0.367073,0.43393147,0.34962365,0.41223454,0.765394,0.68662417,0.3973898,0.3311296,0.57815874,1.0,0.49199706,0.28436452
1605.wav,8,7/3,0.41925278,0.821818,0.51347005,0.5508946,0.40933564,0.9716359,0.7579607,0.32011127,0.28398836,0.34816256,1.0,0.35496035
1606.wav,8,7/5,0.31216758,0.34967348,0.84993136,0.40955448,0.30700496,0.5261793,0.29477012,0.37653184,0.43691322,1.0,0.8052863,0.3290098
1607.wav,8,7/7,1.0,0.69168556,0.46195698,0.4573288,0.47513112,0.88135177,0.6174741,0.6810815,0.9757964,0.61924195,0.80443656,0.6528381
1608.wav,9,7,0.3886116,0.67067724,0.8872116,0.6125353,0.53078485,0.76955414,0.7246789,0.284142,0.2684462,0.6600232,1.0,0.5562679
1609.wav,9,7/3,0.44471735,0.41302335,0.6758837,0.2850329,0.38988087,0.3428576,0.6754929,0.68146515,0.33666518,0.34906304,0.44335407,1.0
1610.wav,9,7/5,0.37981758,0.43292248,0.4706303,1.0,0.3882536,0.29885244,0.8352919,0.5207465,0.75305545,0.49975455,0.78733593,0.7665987
1611.wav,9,7/7,0.46265852,1.0,0.93305546,0.37669158,0.32033285,0.23298885,0.81250584,0.35912678,0.34641775,0.6149281,0.40656027,0.3346068
1612.wav,10,7,0.40442586,0.48956874,0.8928656,0.7274921,0.5038763,0.35081413,1.0,0.41599676,0.4260129,0.4907895,0.9170367,0.91221666
1613.wav,10,7/3,0.57981014,0.2127232,0.18709463,0.25411996,0.3090287,0.5425429,0.47782615,0.6925087,1.0,0.38058174,0.31592923,0.39486167
1614.wav,10,7/5,0.5801655,0.3388311,0.44541392,0.5010343,0.9361163,0.6402429,0.63271385,1.0,0.54264313,0.6781418,0.4206395,0.46979642
1615.wav,10,7/7,0.51777864,0.43085876,0.58348614,0.88890976,0.37759927,0.38123477,0.38061723,1.0,0.50298804,0.39538997,0.86608726,0.57289946
1616.wav,11,7,0.33045778,0.30153388,0.46650332,0.66190743,0.44877872,0.22849242,0.37441155,1.0,0.93139297,0.5347593,0.3220394,0.7226394
1617.wav,11,7/3,0.4464645,0.7406582,0.3524967,0.45194513,0.6738818,0.41176116,0.5251876,0.28506497,0.7918084,1.0,0.42178726,0.36066848
1618.wav,11,7/5,0.830752,0.6176291,0.3938697,0.36418977,0.3177696,0.5506649,0.6171002,0.56172705,1.0,0.50922436,0.63093454,0.55613285
1619.wav,11,7/7,0.46869275,0.37201226,0.4678736,1.0,0.655894,0.25265723,0.26647902,0.2261098,0.644448,0.33707216,0.49158385,0.98100376
1620.wav,0,7,0.60519344,0.51608527,0.16047442,0.20335968,0.3231403,0.5970346,0.46913847,0.44931918,1.0,0.8046055,0.5851251,0.30490816
1621.wav,0,7/3,0.30394214,0.50511205,0.9983237,0.4656283,0.37663665,0.6054157,0.41949096,0.5524305,0.46056744,1.0,0.84765327,0.2684803
1622.wav,0,7/5,0.45910838,1.0,0.99187505,0.38571864,0.37205586,0.31650597,0.6777218,0.46670598,0.35796723,0.73721534,0.3684296,0.35405964
1623.wav,0,7/7,0.26773548,0.21701649,0.30618912,0.26567224,1.0,0.8804912,0.25157464,0.23970062,0.26007706,0.9861054,0.43879262,0.316743
1624.wav,1,7,0.26175207,0.61573833,0.5343439,0.30404907,0.44018948,0.5670265,0.8509558,0.40660203,0.4558024,1.0,0.67951405,0.5079778
1625.wav,1,7/3,0.516498,0.40614194,0.5409589,0.9861033,0.43022808,0.6071622,0.75214124,0.541242,1.0,0.5574636,0.8250221,0.87898755
1626.wav,1,7/5,0.5005953,0.3672255,0.581166,1.0,0.38024014,0.35487124,0.39531448,0.9008219,0.5837625,0.45634964,0.92082864,0.49987474
1627.wav,1,7/7,0.34233454,0.6253317,0.31874818,0.47287312,0.29418424,0.39983523,0.5367275,0.22786851,0.2173676,0.28636718,1.0,0.46133965
1628.wav,2,7,0.33703175,0.21334498,0.40514368,0.5169644,0.2118562,0.28515583,0.7640006,1.0,0.33716372,0.47659552,0.7862554,0.42416558
1629.wav,2,7/3,0.62236077,0.41743264,0.45576984,0.47189486,0.84226245,0.4639023,0.3811779,1.0,0.45096326,0.61131006,0.3018535,0.41777986
1630.wav,2,7/5,0.42439437,0.38478282,0.5008505,1.0,0.7241269,0.4165611,0.3456013,0.30579096,0.51150095,0.37937838,0.47975427,0.9868215
1631.wav,2,7/7,0.36598292,0.47634476,1.0,0.6083705,0.73788613,0.50567454,0.8737997,0.7905165,0.5037874,0.386499,0.3356005,0.57616436
1632.wav,3,hdim7,0.7619506,0.3365773,0.38610944,0.6873796,0.6031933,0.26970947,0.6499998,0.9085332,0.8477119,0.40902996,0.5484238,1.0
1633.wav,3,hdim7/3,0.540007,0.4602217,0.32784444,0.3998427,0.32757035,1.0,0.44473168,0.3385639,0.6570819,0.39063472,0.47145516,0.5023694
1634.wav,3,hdim7/5,0.36748695,0.3231526,0.34486535,0.92365086,0.3362173,0.30678105,0.46063626,0.35662538,1.0,0.3697378,0.29631045,0.35941
1635.wav,3,hdim7/7,0.30036506,0.3278862,0.5063113,0.3650944,0.33084098,0.37458512,0.8065269,1.0,0.3938458,0.31659445,0.44175816,0.45648244
1636.wav,4,hdim7,1.0,0.83905524,0.46184808,0.539742,0.79488224,0.58098584,0.36758956,0.37694448,0.79195654,0.67500263,0.610379,0.73736006
1637.wav,4,hdim7/3,0.35931337,0.56572443,0.50391185,0.49207848,0.4563306,0.54714775,1.0,0.55220985,0.34662887,0.57481885,0.39521617,0.48990262
1638.wav,4,hdim7/5,0.6563815,0.5329975,0.39325777,0.4190252,0.7846068,0.7960295,0.43248278,0.6958667,0.49595466,1.0,0.563449,0.5000162
1639.wav,4,hdim7/7,0.8553519,0.4176835,0.37419286,0.75885713,0.43873927,0.3306959,0.36225316,0.7418494,1.0,0.48305207,0.28104123,0.38679892
1640.wav,5,hdim7,0.36515996,0.5253468,1.0,0.49483293,0.45098394,0.5246223,0.65059584,0.26186916,0.34107625,0.6253289,0.4822096,0.3316647
1641.wav,5,hdim7/3,0.5386655,0.5251757,0.962193,0.6044607,0.46357328,0.39014205,0.26705587,0.78201157,0.54909927,0.4706175,1.0,0.4454541
1642.wav,5,hdim7/5,0.33295593,0.8012612,0.36553156,0.39045584,0.33251995,0.8329447,0.8887182,0.5961473,0.606467,0.52049756,1.0,0.33857235
1643.wav,5,hdim7/7,0.32417902,0.7882742,0.5570654,0.4844482,1.0,0.48140043,0.45190087,0.4088484,0.85542464,0.72180295,0.35511446,0.27684602
1644.wav,6,hdim7,0.4955323,0.76383626,0.65540123,1.0,0.48847947,0.56380635,0.44285154,0.7456931,0.40369502,0.3603426,0.77568173,0.40926883
1645.wav,6,hdim7/3,0.3496143,0.45861974,0.38194004,0.9226017,0.39954844,0.43583316,0.42554355,0.40421936,1.0,0.489954,0.2136937,0.4013398
1646.wav,6,hdim7/5,0.1736197,0.4277557,0.53883773,0.3365642,0.3934747,0.5351122,0.8722907,1.0,0.3602842,0.43966997,0.35745966,0.45321968
1647.wav,6,hdim7/7,0.30667898,0.4202715,0.6552616,0.42901617,0.504555,1.0,0.48171628,0.4383976,0.3774536,0.7203134,0.9289353,0.5241903
1648.wav,7,hdim7,0.6414069,0.5098377,0.7580854,0.71557075,0.90332556,0.50328493,0.94150263,1.0,0.69065917,0.4135031,0.49917898,0.94172597
1649.wav,7,hdim7/3,0.85284907,0.39564636,0.5107594,0.4261833,0.8833353,0.76956993,0.5158687,0.5775893,0.4439508,1.0,0.6556851,0.39364433
1650.wav,7,hdim7/5,0.8601034,0.38745588,0.3798127,0.75705355,0.4426931,0.335213,0.4010412,0.69373643,1.0,0.40605357,0.369596,0.32779977
1651.wav,7,hdim7/7,0.39410874,0.26936778,0.3523118,0.7381309,0.434511,0.42878592,1.0,0.45183167,0.2747295,0.28613374,0.56677127,0.82593083
1652.wav,8,hdim7,0.75239956,0.4693323,0.54390067,0.42888787,0.5958077,0.80724657,0.5875831,0.6835869,1.0,0.55246156,0.46756953,0.5777838
1653.wav,8,hdim7/3,0.33264178,1.0,0.35412195,0.5254086,0.34296086,0.7440633,0.9004776,0.66996914,0.5437821,0.53481853,0.95013154,0.4823326
1654.wav,8,hdim7/5,0.27898523,0.82230836,0.49447763,0.5717278,1.0,0.4886559,0.4662691,0.4061749,0.77266514,0.7397167,0.34059367,0.4229827
1655.wav,8,hdim7/7,0.7337648,0.48027116,0.26133206,0.43742785,1.0,0.4709897,0.39334014,0.60868734,0.30856165,0.44317335,0.37543768,0.8829143
1656.wav,9,hdim7,0.4137588,1.0,0.54165375,0.5242965,0.5389984,0.6932243,0.5453758,0.29172918,0.5848911,0.804771,0.7964365,0.2408126
1657.wav,9,hdim7/3,0.27764684,0.29188725,0.4014262,0.29585543,0.3605765,0.5234361,0.64194983,1.0,0.42229646,0.34812018,0.34698865,0.487124
1658.wav,9,hdim7/5,0.48782766,0.31381798,0.66566646,0.31155947,0.46430486,1.0,0.45157677,0.31258833,0.3425022,0.5806884,0.9193739,0.3813555
1659.wav,9,hdim7/7,1.0,0.7383417,0.36338454,0.35253638,0.38462147,0.34843624,0.40543067,0.4888532,0.88539183,0.47973147,0.56271493,0.38586494
1660.wav,10,hdim7,0.37854314,0.20198695,0.22434339,0.32599112,0.29726955,0.6308348,0.85993177,0.76725835,0.35940766,0.6763074,0.7938827,1.0
1661.wav,10,hdim7/3,0.8184046,0.47351524,0.37335318,0.83461773,0.44391447,0.41584313,0.4050024,0.7167962,1.0,0.49299756,0.35380122,0.30256227
1662.wav,10,hdim7/5,0.43900743,0.4704905,0.311937,0.75958973,0.4533129,0.5451249,1.0,0.47582525,0.3198333,0.40538013,0.678141,0.87771654
1663.wav,10,hdim7/7,0.4617445,0.8786819,1.0,0.62165976,0.3703962,0.5845771,0.93488777,0.36260062,0.2777564,0.76036674,0.4438011,0.46090764
1664.wav,11,hdim7,0.6950093,0.3767346,0.31813905,0.98587966,0.63782257,0.5170429,0.8071785,0.80936134,0.9604982,0.5940123,1.0,0.76005536
1665.wav,11,hdim7/3,0.22782949,0.69408125,0.51482064,0.4671389,1.0,0.43014717,0.50603354,0.40947795,0.63479066,0.6828513,0.32705685,0.3409905
1666.wav,11,hdim7/5,0.66952336,0.37136796,0.3471267,0.30443168,1.0,0.45039955,0.41021258,0.59524447,0.2906085,0.42624855,0.30591577,0.76434416
1667.wav,11,hdim7/7,0.43069118,0.28188047,0.45363885,0.93330055,0.3632374,0.2036517,0.3384225,0.8024173,0.5237899,0.41816142,1.0,0.44945917
1668.wav,0,hdim7,0.41594616,0.73668385,0.41570866,0.4682991,0.6239382,0.48157912,0.5909889,0.59000796,0.7019156,1.0,0.5183418,0.59176445
1669.wav,0,hdim7/3,0.5081939,0.39876467,0.6886869,0.47603646,0.49022225,1.0,0.5179916,0.4695007,0.509529,0.68794286,0.9642597,0.59880346
1670.wav,0,hdim7/5,1.0,0.7853987,0.39110687,0.4926867,0.40443414,0.44378617,0.38294798,0.48456156,0.94968116,0.54609615,0.7595249,0.64968485
1671.wav,0,hdim7/7,0.47363973,0.5545166,0.36077672,0.49817976,1.0,0.61113816,0.38860163,0.411672,0.5241721,0.38445354,0.4436325,0.9647987
1672.wav,1,hdim7,0.5903856,0.6469042,0.80901915,0.35536158,0.31860012,0.38937074,0.5577428,0.52885926,0.6646647,1.0,0.96017444,0.4514078
1673.wav,1,hdim7/3,0.46217975,0.37243858,0.27578452,0.71609885,0.5399917,0.4250738,1.0,0.4273488,0.28943527,0.3640316,0.5969716,0.80098855
1674.wav,1,hdim7/5,0.44724005,0.78717405,1.0,0.5599005,0.5389379,0.50064546,0.9400392,0.36484495,0.3739682,0.8096843,0.48507467,0.501116
1675.wav,1,hdim7/7,0.7337452,0.7200429,0.9681112,0.53106135,0.88073665,1.0,0.47978145,0.41059902,0.4475283,0.8674572,0.5973763,0.56239414
1676.wav,2,hdim7,0.47066334,0.7294511,1.0,0.92552507,0.35205606,0.37176016,0.9612611,0.69598323,0.77669585,0.63222593,0.6917766,0.74504256
1677.wav,2,hdim7/3,0.6695611,0.41059834,0.30903766,0.28828585,1.0,0.52146775,0.33174947,0.5681875,0.23593472,0.40671614,0.2730629,0.7262644
1678.wav,2,hdim7/5,0.4347594,0.33958018,0.4757699,1.0,0.4679773,0.39499974,0.26120487,0.8386554,0.5418987,0.52297837,0.93421495,0.4098282
1679.wav,2,hdim7/7,0.4360145,0.85962033,0.5208451,0.61067414,0.499697,0.73532945,0.7120164,0.38021225,0.25659943,0.23346907,1.0,0.43622372
1680.wav,3,hdim7,0.71801865,0.6767781,0.7418188,0.75770384,0.8928119,0.5577956,0.43814906,0.7229583,0.40670246,0.7731696,1.0,0.7920095
1681.wav,3,hdim7/3,1.0,0.82541156,0.4662587,0.5020805,0.46087638,0.56184614,0.5242686,0.4708772,0.95840716,0.5786238,0.7802933,0.6564037
1682.wav,3,hdim7/5,0.5223203,0.58796084,0.46745682,0.7329165,0.98379683,0.51986873,0.5141876,0.48024982,0.586507,0.50741386,0.60915464,1.0
1683.wav,3,hdim7/7,0.57661974,0.42137215,0.559513,0.29147777,0.3806784,0.28379107,0.55201674,0.60184556,0.22749789,0.17721999,0.34321102,1.0
1684.wav,4,hdim7,0.68319005,0.7404957,0.5267944,1.0,0.77676153,0.55242735,0.40370682,0.37157196,0.5742973,0.4696062,0.7043719,0.8881929
1685.wav,4,hdim7/3,0.37855408,0.74071336,1.0,0.7096717,0.5223437,0.4385262,0.96118873,0.47249007,0.20634122,0.6297943,0.37359396,0.35627654
1686.wav,4,hdim7/5,0.74209356,0.6282222,1.0,0.56398463,0.8097096,0.9924059,0.61989045,0.5204101,0.44631636,0.92119056,0.54407847,0.5645616
1687.wav,4,hdim7/7,0.5679251,0.28345078,0.26140872,0.21189569,0.3147815,0.4459702,0.39171168,0.5208786,1.0,0.4663671,0.29762328,0.3475651
1688.wav,5,hdim7,0.45537287,0.75246185,1.0,0.48390543,0.8370898,0.6256502,0.37355232,0.28357983,0.38160846,0.7989265,0.44931102,0.30704373
1689.wav,5,hdim7/3,0.4736561,0.39122844,0.5688869,1.0,0.46840945,0.32951665,0.32576925,0.85623085,0.54672575,0.3994342,0.8855499,0.44489884
1690.wav,5,hdim7/5,0.4510294,0.83112675,0.54572296,0.6072915,0.5865428,0.7732962,0.6560352,0.32054913,0.30920807,0.29381835,1.0,0.33031806
1691.wav,5,hdim7/7,0.43492648,0.84871393,0.42785546,0.5192915,0.7808451,0.4369097,0.4784008,0.282181,0.7350752,1.0,0.48100805,0.32894334
1692.wav,6,hdim7,0.5199676,0.4726335,0.36909387,0.43368575,0.29735392,0.40422904,0.4448217,0.55477804,0.23721272,0.40259978,1.0,0.57342666
1693.wav,6,hdim7/3,0.41694054,0.6497613,0.54446715,0.94658446,0.9947038,0.4456885,0.54321545,0.5400474,0.68602467,0.6342097,0.7443818,1.0
1694.wav,6,hdim7/5,0.42045474,0.4121857,0.5099909,0.2617832,0.3109989,0.34957388,0.5923061,0.5697557,0.25883207,0.2654206,0.3586033,1.0
1695.wav,6,hdim7/7,0.22600394,0.37247735,0.88098437,0.3940302,0.3059265,0.44921637,0.30313182,0.3583163,0.417583,1.0,0.7291982,0.33878523
1696.wav,7,hdim7,0.40420765,0.42138326,0.6876762,0.76099294,0.71335983,0.3038136,0.47333872,0.33849508,0.54439574,0.29054278,0.5689216,1.0
1697.wav,7,hdim7/3,0.67702925,0.6044146,0.9746223,0.52449626,0.8971423,1.0,0.566475,0.44314444,0.5189847,0.7237716,0.5383905,0.64245945
1698.wav,7,hdim7/5,0.55908895,0.25575233,0.26114824,0.23711222,0.33442014,0.45462272,0.36042768,0.50249475,1.0,0.43265143,0.40945208,0.4289706
1699.wav,7,hdim7/7,0.3972568,0.3286733,0.43724877,1.0,0.48664954,0.359181,0.7527534,0.6612137,0.7971864,0.45768282,0.7148703,0.80148417
1700.wav,8,hdim7,0.35232756,0.41950235,0.406267,0.6613945,1.0,0.7915078,0.30878025,0.40812886,0.739709,0.89983505,0.39085773,0.3174072
1701.wav,8,hdim7/3,0.37659875,0.85897136,0.4395032,0.58552575,0.56158155,0.87355316,0.7228173,0.34651646,0.29121816,0.23137972,1.0,0.45414403
1702.wav,8,hdim7/5,0.39360482,0.8492218,0.3706795,0.48586625,0.82108027,0.4115016,0.45396194,0.31710255,0.79851913,1.0,0.49617222,0.39332587
1703.wav,8,hdim7/7,0.60945106,0.3206689,0.22043294,0.39964065,0.70308757,0.5119028,0.49398306,1.0,0.54653007,0.60376656,0.23556401,0.46316314
1704.wav,9,hdim7,0.4912542,0.96807337,0.5403697,0.57861686,0.4314679,0.53066385,0.41585824,0.4394373,0.9498587,0.6770871,1.0,0.6335994
1705.wav,9,hdim7/3,0.47157085,0.320027,0.5468032,0.222258,0.31752282,0.3822505,0.6849423,0.6841695,0.3634965,0.28953516,0.43309155,1.0
1706.wav,9,hdim7/5,0.4073223,0.42108044,0.9461388,0.33917823,0.40983889,0.4952557,0.3251923,0.42228296,0.46454287,1.0,0.80217886,0.3255658
1707.wav,9,hdim7/7,0.7973406,0.7592466,0.46921697,0.27523598,0.41303438,0.7289076,0.6859283,0.6228246,1.0,0.6302279,0.76661825,0.5318841
1708.wav,10,hdim7,0.37686118,0.62206376,1.0,0.62906575,0.5940041,0.47485656,0.6916928,0.42602456,0.44098517,0.8632415,0.6678874,0.7682824
1709.wav,10,hdim7/3,0.6347762,0.3592277,0.29774672,0.35127908,0.32275352,0.50597787,0.39861116,0.600874,1.0,0.49809164,0.43645898,0.46390265
1710.wav,10,hdim7/5,0.37648106,0.48431575,0.44664016,1.0,0.30803296,0.3361907,0.74612457,0.544772,0.7058316,0.46446562,0.7210644,0.7142164
1711.wav,10,hdim7/7,0.46335262,1.0,0.99141425,0.39553723,0.2968547,0.33090383,0.7445605,0.44490254,0.37764007,0.6506976,0.43682694,0.3927761
1712.wav,11,hdim7,0.7126255,0.41727442,0.59764326,0.8568127,0.39516106,0.36022028,0.81023175,0.6539848,1.0,0.56376207,0.74126023,0.51519966
1713.wav,11,hdim7/3,0.3915926,0.8337741,0.364395,0.45489445,0.67206377,0.33790016,0.48359266,0.28956074,0.7807809,1.0,0.48548874,0.3658511
1714.wav,11,hdim7/5,0.5545277,0.29883158,0.46706384,0.40469944,0.8435675,0.5404352,0.6561742,1.0,0.58770925,0.6174459,0.3983298,0.40365973
1715.wav,11,hdim7/7,0.52420694,0.42967534,0.6194881,1.0,0.3617862,0.29095453,0.43833044,0.9609377,0.57977796,0.4732371,0.90543467,0.59081984
1716.wav,0,hdim7,0.5226383,0.37168968,0.16644742,0.42546293,0.40113196,0.2837938,0.43236315,1.0,0.828679,0.6981524,0.2519806,0.70551264
1717.wav,0,hdim7/3,0.3753093,0.4171074,0.9776138,0.45256704,0.3455465,0.5871217,0.38878238,0.5159722,0.5391235,1.0,0.8316134,0.41002914
1718.wav,0,hdim7/5,0.80418,0.5483136,0.39659184,0.43655232,0.3634478,0.6613983,0.49171638,0.6902694,1.0,0.61176324,0.7377789,0.68970037
1719.wav,0,hdim7/7,0.47031397,0.2852912,0.39474836,0.96770835,0.6882269,0.28911832,0.23307171,0.31801054,0.48937523,0.42347118,0.5457104,1.0
1720.wav,1,hdim7,0.78149563,0.7382533,0.79298806,0.32417372,0.38818586,0.8662051,0.51249605,0.41033408,1.0,0.9632969,0.67139757,0.45648053
1721.wav,1,hdim7/3,0.40608355,0.47425818,0.48031563,1.0,0.46422753,0.31897396,0.9733683,0.7326775,0.9787054,0.5373107,0.9232486,0.883962
1722.wav,1,hdim7/5,0.4346354,0.977898,1.0,0.3677008,0.3661898,0.34518644,0.70473063,0.45128804,0.51529264,0.6907522,0.50928587,0.3802215
1723.wav,1,hdim7/7,0.30443862,0.26758263,0.33210722,0.31035566,0.867522,0.8355856,0.39819825,0.27423579,0.45280084,1.0,0.5216284,0.3236079
1724.wav,2,hdim7,0.2572342,0.35844097,0.5063241,0.5662187,0.23492606,0.4571949,1.0,0.46271557,0.3369618,0.7929421,0.8585161,0.32787862
1725.wav,2,hdim7/3,0.5889157,0.3520194,0.43637145,0.4388752,0.88842344,0.6955291,0.6575455,1.0,0.55929744,0.75421154,0.3677062,0.46554622
1726.wav,2,hdim7/5,0.50011176,0.41412067,0.5336282,1.0,0.40052566,0.44442257,0.36614954,0.9007126,0.48007873,0.49135128,0.75127226,0.5057529
1727.wav,2,hdim7/7,0.39869562,0.67736256,0.3989228,0.5696727,0.31259605,0.37229,0.63264906,0.35058698,0.24815665,0.32064542,1.0,0.48046234
1728.wav,7,maj,0.6019543,0.35592964,0.31802315,0.40685302,0.94312274,0.37336677,0.24511199,0.3248499,0.71743846,0.43081877,0.3514298,1.0
1729.wav,8,maj,1.0,0.5048837,0.312418,0.3069954,0.4050775,0.9719391,0.4585832,0.38177395,0.46259513,0.589638,0.2247233,0.36904627
1730.wav,9,maj,0.4362495,0.9338097,0.444493,0.30794528,0.2771845,0.37851942,1.0,0.48600185,0.3834933,0.45472142,0.48898834,0.22359115
1731.wav,10,maj,0.28394815,0.4188913,0.8173339,0.39828587,0.29830587,0.32270908,0.4808965,1.0,0.48450434,0.44340894,0.39871004,0.40338826
1732.wav,11,maj,0.42099136,0.3171818,0.38762063,0.7672291,0.4500036,0.32814187,0.33963048,0.4493368,1.0,0.58709675,0.3840219,0.3378381
1733.wav,0,maj,0.2654331,0.30179945,0.22645068,0.28227872,0.65139335,0.37985906,0.2550923,0.2700898,0.38804278,1.0,0.5247478,0.26459682
1734.wav,1,maj,0.3376002,0.2965299,0.31370428,0.26930282,0.3995739,0.72923225,0.33794898,0.24474253,0.33196965,0.6421097,1.0,0.3500602
1735.wav,2,maj,0.50470954,0.31240854,0.27438667,0.37140706,0.27909553,0.39968625,0.8169124,0.37048545,0.27136102,0.40456083,0.5523304,1.0
1736.wav,3,maj,1.0,0.43022096,0.20804913,0.22543837,0.38840747,0.3001937,0.3760156,0.7662553,0.3428263,0.25546953,0.25589433,0.38850558
1737.wav,4,maj,0.5851436,1.0,0.41813958,0.2470571,0.28296086,0.35984904,0.31555358,0.42505637,0.75113004,0.40063703,0.3158394,0.3583694
1738.wav,5,maj,0.4839946,0.696588,1.0,0.3915923,0.3077848,0.31911847,0.43298015,0.33483392,0.54037726,0.87250185,0.41441292,0.3474262
1739.wav,6,maj,0.43508875,0.4426256,0.46087402,1.0,0.51634777,0.28686073,0.28635463,0.37841746,0.3025954,0.41797552,0.740344,0.4112308
1740.wav,7,maj,0.47066724,0.35917047,0.33042175,0.62827826,1.0,0.3585953,0.2816479,0.28953004,0.40834457,0.30152076,0.42448694,0.6283999
1741.wav,0,maj,0.36966297,0.3417608,0.24802779,0.3052923,0.66504014,0.3881446,0.25838745,0.24466598,0.37789857,1.0,0.5400856,0.3251203
1742.wav,1,maj,0.36113033,0.29390308,0.32217056,0.26448515,0.39285856,0.714291,0.3674656,0.25990725,0.32011375,0.59661376,1.0,0.43915904
1743.wav,2,maj,0.6201354,0.40235695,0.29378417,0.38479584,0.33564618,0.43459854,0.83378994,0.43278858,0.31377208,0.4213309,0.560426,1.0
1744.wav,3,maj,1.0,0.50899965,0.2662692,0.23731074,0.36117238,0.31743237,0.38277033,0.7058764,0.37839577,0.2980347,0.33763412,0.4119948
1745.wav,4,maj,0.6435965,1.0,0.4090208,0.2934298,0.29300234,0.39372635,0.36982667,0.48191983,0.77142346,0.44927415,0.350902,0.38143438
1746.wav,5,maj,0.4807596,0.6143535,1.0,0.4491482,0.30911347,0.319114,0.46131465,0.36052117,0.5195939,0.9147013,0.4485616,0.40320277
