,file_name,label,instrument,type_of_sound
1273,1273.wav,G#:min7,guitar,Nylon_Concerto_Guitar
1274,1274.wav,A:min7,guitar,Nylon_Concerto_Guitar
1275,1275.wav,A#:min7,guitar,Nylon_Concerto_Guitar
1276,1276.wav,B:min7,guitar,Nylon_Concerto_Guitar
1277,1277.wav,C:min7,guitar,Nylon_Concerto_Guitar
1278,1278.wav,C#:min7,guitar,Nylon_Concerto_Guitar
1279,1279.wav,D:min7,guitar,Nylon_Concerto_Guitar
1280,1280.wav,D#:min7,guitar,Nylon_Concerto_Guitar
1281,1281.wav,E:min7,guitar,Nylon_Concerto_Guitar
1282,1282.wav,A:min7,guitar,Nylon_Concerto_Guitar
1283,1283.wav,A#:min7,guitar,Nylon_Concerto_Guitar
1284,1284.wav,B:min7,guitar,Nylon_Concerto_Guitar
1285,1285.wav,C:min7,guitar,Nylon_Concerto_Guitar
1286,1286.wav,C#:min7,guitar,Nylon_Concerto_Guitar
1287,1287.wav,D:min7,guitar,Nylon_Concerto_Guitar
1288,1288.wav,D#:min7,guitar,Nylon_Concerto_Guitar
1289,1289.wav,E:min7,guitar,Nylon_Concerto_Guitar
1290,1290.wav,F:min7,guitar,Nylon_Concerto_Guitar
1291,1291.wav,F#:min7,guitar,Nylon_Concerto_Guitar
1292,1292.wav,G:min7,guitar,Nylon_Concerto_Guitar
1293,1293.wav,G#:min7,guitar,Nylon_Concerto_Guitar
1294,1294.wav,A:min7,guitar,Nylon_Concerto_Guitar
1295,1295.wav,D:min7,guitar,Nylon_Concerto_Guitar
1296,1296.wav,D#:min7,guitar,Nylon_Concerto_Guitar
1297,1297.wav,E:min7,guitar,Nylon_Concerto_Guitar
1298,1298.wav,F:min7,guitar,Nylon_Concerto_Guitar
1299,1299.wav,F#:min7,guitar,Nylon_Concerto_Guitar
1300,1300.wav,G:min7,guitar,Nylon_Concerto_Guitar
1301,1301.wav,G#:min7,guitar,Nylon_Concerto_Guitar
1302,1302.wav,A:min7,guitar,Nylon_Concerto_Guitar
1303,1303.wav,A#:min7,guitar,Nylon_Concerto_Guitar
1304,1304.wav,B:min7,guitar,Nylon_Concerto_Guitar
1305,1305.wav,C:min7,guitar,Nylon_Concerto_Guitar
1306,1306.wav,C#:min7,guitar,Nylon_Concerto_Guitar
1307,1307.wav,D:min7,guitar,Nylon_Concerto_Guitar
1308,1308.wav,D:5,guitar,Nylon_Concerto_Guitar
1309,1309.wav,D#:5,guitar,Nylon_Concerto_Guitar
1310,1310.wav,E:5,guitar,Nylon_Concerto_Guitar
1311,1311.wav,F:5,guitar,Nylon_Concerto_Guitar
1312,1312.wav,F#:5,guitar,Nylon_Concerto_Guitar
1313,1313.wav,G:5,guitar,Nylon_Concerto_Guitar
1314,1314.wav,G#:5,guitar,Nylon_Concerto_Guitar
1315,1315.wav,A:5,guitar,Nylon_Concerto_Guitar
1316,1316.wav,A#:5,guitar,Nylon_Concerto_Guitar
1317,1317.wav,B:5,guitar,Nylon_Concerto_Guitar
1318,1318.wav,C:5,guitar,Nylon_Concerto_Guitar
1319,1319.wav,C#:5,guitar,Nylon_Concerto_Guitar
1320,1320.wav,D:5,guitar,Nylon_Concerto_Guitar
1321,1321.wav,D:5,guitar,Nylon_Concerto_Guitar
1322,1322.wav,D#:5,guitar,Nylon_Concerto_Guitar
1323,1323.wav,E:5,guitar,Nylon_Concerto_Guitar
1324,1324.wav,F:5,guitar,Nylon_Concerto_Guitar
1325,1325.wav,F#:5,guitar,Nylon_Concerto_Guitar
1326,1326.wav,G:5,guitar,Nylon_Concerto_Guitar
1327,1327.wav,G#:5,guitar,Nylon_Concerto_Guitar
1328,1328.wav,A:5,guitar,Nylon_Concerto_Guitar
1329,1329.wav,A#:5,guitar,Nylon_Concerto_Guitar
1330,1330.wav,B:5,guitar,Nylon_Concerto_Guitar
1331,1331.wav,C:5,guitar,Nylon_Concerto_Guitar
1332,1332.wav,C#:5,guitar,Nylon_Concerto_Guitar
1333,1333.wav,D:5,guitar,Nylon_Concerto_Guitar
1334,1334.wav,A:5,guitar,Nylon_Concerto_Guitar
1335,1335.wav,A#:5,guitar,Nylon_Concerto_Guitar
1336,1336.wav,B:5,guitar,Nylon_Concerto_Guitar
1337,1337.wav,C:5,guitar,Nylon_Concerto_Guitar
1338,1338.wav,C#:5,guitar,Nylon_Concerto_Guitar
1339,1339.wav,D:5,guitar,Nylon_Concerto_Guitar
1340,1340.wav,D#:5,guitar,Nylon_Concerto_Guitar
1341,1341.wav,E:5,guitar,Nylon_Concerto_Guitar
1342,1342.wav,F:5,guitar,Nylon_Concerto_Guitar
1343,1343.wav,F#:5,guitar,Nylon_Concerto_Guitar
1344,1344.wav,G:5,guitar,Nylon_Concerto_Guitar
1345,1345.wav,G#:5,guitar,Nylon_Concerto_Guitar
1346,1346.wav,A:5,guitar,Nylon_Concerto_Guitar
1347,1347.wav,E:7,guitar,Nylon_Concerto_Guitar
1348,1348.wav,F:7,guitar,Nylon_Concerto_Guitar
1349,1349.wav,F#:7,guitar,Nylon_Concerto_Guitar
1350,1350.wav,G:7,guitar,Nylon_Concerto_Guitar
1351,1351.wav,G#:7,guitar,Nylon_Concerto_Guitar
1352,1352.wav,A:7,guitar,Nylon_Concerto_Guitar
1353,1353.wav,A#:7,guitar,Nylon_Concerto_Guitar
1354,1354.wav,B:7,guitar,Nylon_Concerto_Guitar
1355,1355.wav,C:7,guitar,Nylon_Concerto_Guitar
1356,1356.wav,C#:7,guitar,Nylon_Concerto_Guitar
1357,1357.wav,D:7,guitar,Nylon_Concerto_Guitar
1358,1358.wav,D#:7,guitar,Nylon_Concerto_Guitar
1359,1359.wav,E:7,guitar,Nylon_Concerto_Guitar
1360,1360.wav,A:7,guitar,Nylon_Concerto_Guitar
1361,1361.wav,A#:7,guitar,Nylon_Concerto_Guitar
1362,1362.wav,B:7,guitar,Nylon_Concerto_Guitar
1363,1363.wav,C:7,guitar,Nylon_Concerto_Guitar
1364,1364.wav,C#:7,guitar,Nylon_Concerto_Guitar
1365,1365.wav,D:7,guitar,Nylon_Concerto_Guitar
1366,1366.wav,D#:7,guitar,Nylon_Concerto_Guitar
1367,1367.wav,E:7,guitar,Nylon_Concerto_Guitar
1368,1368.wav,F:7,guitar,Nylon_Concerto_Guitar
1369,1369.wav,F#:7,guitar,Nylon_Concerto_Guitar
1370,1370.wav,G:7,guitar,Nylon_Concerto_Guitar
1371,1371.wav,G#:7,guitar,Nylon_Concerto_Guitar
1372,1372.wav,A:7,guitar,Nylon_Concerto_Guitar
1373,1373.wav,D:7,guitar,Nylon_Concerto_Guitar
1374,1374.wav,D#:7,guitar,Nylon_Concerto_Guitar
1375,1375.wav,E:7,guitar,Nylon_Concerto_Guitar
1376,1376.wav,F:7,guitar,Nylon_Concerto_Guitar
1377,1377.wav,F#:7,guitar,Nylon_Concerto_Guitar
1378,1378.wav,G:7,guitar,Nylon_Concerto_Guitar
1379,1379.wav,G#:7,guitar,Nylon_Concerto_Guitar
1380,1380.wav,A:7,guitar,Nylon_Concerto_Guitar
1381,1381.wav,A#:7,guitar,Nylon_Concerto_Guitar
1382,1382.wav,B:7,guitar,Nylon_Concerto_Guitar
1383,1383.wav,C:7,guitar,Nylon_Concerto_Guitar
1384,1384.wav,C#:7,guitar,Nylon_Concerto_Guitar
1385,1385.wav,D:7,guitar,Nylon_Concerto_Guitar
1386,1386.wav,A:hdim7,guitar,Nylon_Concerto_Guitar
1387,1387.wav,A#:hdim7,guitar,Nylon_Concerto_Guitar
1388,1388.wav,B:hdim7,guitar,Nylon_Concerto_Guitar
1389,1389.wav,C:hdim7,guitar,Nylon_Concerto_Guitar
1390,1390.wav,C#:hdim7,guitar,Nylon_Concerto_Guitar
1391,1391.wav,D:hdim7,guitar,Nylon_Concerto_Guitar
1392,1392.wav,D#:hdim7,guitar,Nylon_Concerto_Guitar
1393,1393.wav,E:hdim7,guitar,Nylon_Concerto_Guitar
1394,1394.wav,F:hdim7,guitar,Nylon_Concerto_Guitar
1395,1395.wav,F#:hdim7,guitar,Nylon_Concerto_Guitar
1396,1396.wav,G:hdim7,guitar,Nylon_Concerto_Guitar
1397,1397.wav,G#:hdim7,guitar,Nylon_Concerto_Guitar
1398,1398.wav,A:hdim7,guitar,Nylon_Concerto_Guitar
1399,1399.wav,F:hdim7,guitar,Nylon_Concerto_Guitar
1400,1400.wav,F#:hdim7,guitar,Nylon_Concerto_Guitar
1401,1401.wav,G:hdim7,guitar,Nylon_Concerto_Guitar
1402,1402.wav,G#:hdim7,guitar,Nylon_Concerto_Guitar
1403,1403.wav,A:hdim7,guitar,Nylon_Concerto_Guitar
1404,1404.wav,A#:hdim7,guitar,Nylon_Concerto_Guitar
1405,1405.wav,B:hdim7,guitar,Nylon_Concerto_Guitar
1406,1406.wav,C:hdim7,guitar,Nylon_Concerto_Guitar
1407,1407.wav,C#:hdim7,guitar,Nylon_Concerto_Guitar
1408,1408.wav,D:hdim7,guitar,Nylon_Concerto_Guitar
1409,1409.wav,D#:hdim7,guitar,Nylon_Concerto_Guitar
1410,1410.wav,E:hdim7,guitar,Nylon_Concerto_Guitar
1411,1411.wav,F:hdim7,guitar,Nylon_Concerto_Guitar
1412,1412.wav,E:hdim7,guitar,Nylon_Concerto_Guitar
1413,1413.wav,F:hdim7,guitar,Nylon_Concerto_Guitar
1414,1414.wav,F#:hdim7,guitar,Nylon_Concerto_Guitar
1415,1415.wav,G:hdim7,guitar,Nylon_Concerto_Guitar
1416,1416.wav,G#:hdim7,guitar,Nylon_Concerto_Guitar
1417,1417.wav,A:hdim7,guitar,Nylon_Concerto_Guitar
1418,1418.wav,A#:hdim7,guitar,Nylon_Concerto_Guitar
1419,1419.wav,B:hdim7,guitar,Nylon_Concerto_Guitar
1420,1420.wav,C:hdim7,guitar,Nylon_Concerto_Guitar
1421,1421.wav,C#:hdim7,guitar,Nylon_Concerto_Guitar
1422,1422.wav,D:hdim7,guitar,Nylon_Concerto_Guitar
1423,1423.wav,D#:hdim7,guitar,Nylon_Concerto_Guitar
1424,1424.wav,E:hdim7,guitar,Nylon_Concerto_Guitar
1425,1425.wav,E:maj,guitar,Guitar_Open
1426,1426.wav,F:maj,guitar,Guitar_Open
1427,1427.wav,F#:maj,guitar,Guitar_Open
1428,1428.wav,G:maj,guitar,Guitar_Open
1429,1429.wav,G#:maj,guitar,Guitar_Open
1430,1430.wav,A:maj,guitar,Guitar_Open
1431,1431.wav,A#:maj,guitar,Guitar_Open
1432,1432.wav,B:maj,guitar,Guitar_Open
1433,1433.wav,C:maj,guitar,Guitar_Open
1434,1434.wav,C#:maj,guitar,Guitar_Open
1435,1435.wav,D:maj,guitar,Guitar_Open
1436,1436.wav,D#:maj,guitar,Guitar_Open
1437,1437.wav,E:maj,guitar,Guitar_Open
1438,1438.wav,A:maj,guitar,Guitar_Open
1439,1439.wav,A#:maj,guitar,Guitar_Open
1440,1440.wav,B:maj,guitar,Guitar_Open
1441,1441.wav,C:maj,guitar,Guitar_Open
1442,1442.wav,C#:maj,guitar,Guitar_Open
1443,1443.wav,D:maj,guitar,Guitar_Open
1444,1444.wav,D#:maj,guitar,Guitar_Open
1445,1445.wav,E:maj,guitar,Guitar_Open
1446,1446.wav,F:maj,guitar,Guitar_Open
1447,1447.wav,F#:maj,guitar,Guitar_Open
1448,1448.wav,G:maj,guitar,Guitar_Open
1449,1449.wav,G#:maj,guitar,Guitar_Open
1450,1450.wav,A:maj,guitar,Guitar_Open
1451,1451.wav,D:maj,guitar,Guitar_Open
1452,1452.wav,D#:maj,guitar,Guitar_Open
1453,1453.wav,E:maj,guitar,Guitar_Open
1454,1454.wav,F:maj,guitar,Guitar_Open
1455,1455.wav,F#:maj,guitar,Guitar_Open
1456,1456.wav,G:maj,guitar,Guitar_Open
1457,1457.wav,G#:maj,guitar,Guitar_Open
1458,1458.wav,A:maj,guitar,Guitar_Open
1459,1459.wav,A#:maj,guitar,Guitar_Open
1460,1460.wav,B:maj,guitar,Guitar_Open
1461,1461.wav,C:maj,guitar,Guitar_Open
1462,1462.wav,C#:maj,guitar,Guitar_Open
1463,1463.wav,D:maj,guitar,Guitar_Open
1464,1464.wav,E:min,guitar,Guitar_Open
1465,1465.wav,F:min,guitar,Guitar_Open
1466,1466.wav,F#:min,guitar,Guitar_Open
1467,1467.wav,G:min,guitar,Guitar_Open
1468,1468.wav,G#:min,guitar,Guitar_Open
1469,1469.wav,A:min,guitar,Guitar_Open
1470,1470.wav,A#:min,guitar,Guitar_Open
1471,1471.wav,B:min,guitar,Guitar_Open
1472,1472.wav,C:min,guitar,Guitar_Open
1473,1473.wav,C#:min,guitar,Guitar_Open
1474,1474.wav,D:min,guitar,Guitar_Open
1475,1475.wav,D#:min,guitar,Guitar_Open
1476,1476.wav,E:min,guitar,Guitar_Open
1477,1477.wav,A:min,guitar,Guitar_Open
1478,1478.wav,A#:min,guitar,Guitar_Open
1479,1479.wav,B:min,guitar,Guitar_Open
1480,1480.wav,C:min,guitar,Guitar_Open
1481,1481.wav,C#:min,guitar,Guitar_Open
1482,1482.wav,D:min,guitar,Guitar_Open
1483,1483.wav,D#:min,guitar,Guitar_Open
1484,1484.wav,E:min,guitar,Guitar_Open
1485,1485.wav,F:min,guitar,Guitar_Open
1486,1486.wav,F#:min,guitar,Guitar_Open
1487,1487.wav,G:min,guitar,Guitar_Open
1488,1488.wav,G#:min,guitar,Guitar_Open
1489,1489.wav,A:min,guitar,Guitar_Open
1490,1490.wav,D:min,guitar,Guitar_Open
1491,1491.wav,D#:min,guitar,Guitar_Open
1492,1492.wav,E:min,guitar,Guitar_Open
1493,1493.wav,F:min,guitar,Guitar_Open
1494,1494.wav,F#:min,guitar,Guitar_Open
1495,1495.wav,G:min,guitar,Guitar_Open
1496,1496.wav,G#:min,guitar,Guitar_Open
1497,1497.wav,A:min,guitar,Guitar_Open
1498,1498.wav,A#:min,guitar,Guitar_Open
1499,1499.wav,B:min,guitar,Guitar_Open
1500,1500.wav,C:min,guitar,Guitar_Open
1501,1501.wav,C#:min,guitar,Guitar_Open
1502,1502.wav,D:min,guitar,Guitar_Open
1503,1503.wav,E:maj7,guitar,Guitar_Open
1504,1504.wav,F:maj7,guitar,Guitar_Open
1505,1505.wav,F#:maj7,guitar,Guitar_Open
1506,1506.wav,G:maj7,guitar,Guitar_Open
1507,1507.wav,G#:maj7,guitar,Guitar_Open
1508,1508.wav,A:maj7,guitar,Guitar_Open
1509,1509.wav,A#:maj7,guitar,Guitar_Open
1510,1510.wav,B:maj7,guitar,Guitar_Open
1511,1511.wav,C:maj7,guitar,Guitar_Open
1512,1512.wav,C#:maj7,guitar,Guitar_Open
1513,1513.wav,D:maj7,guitar,Guitar_Open
1514,1514.wav,D#:maj7,guitar,Guitar_Open
1515,1515.wav,E:maj7,guitar,Guitar_Open
1516,1516.wav,C:maj7,guitar,Guitar_Open
1517,1517.wav,C#:maj7,guitar,Guitar_Open
1518,1518.wav,D:maj7,guitar,Guitar_Open
1519,1519.wav,D#:maj7,guitar,Guitar_Open
1520,1520.wav,E:maj7,guitar,Guitar_Open
1521,1521.wav,F:maj7,guitar,Guitar_Open
1522,1522.wav,F#:maj7,guitar,Guitar_Open
1523,1523.wav,G:maj7,guitar,Guitar_Open
1524,1524.wav,G#:maj7,guitar,Guitar_Open
1525,1525.wav,A:maj7,guitar,Guitar_Open
1526,1526.wav,A#:maj7,guitar,Guitar_Open
1527,1527.wav,B:maj7,guitar,Guitar_Open
1528,1528.wav,C:maj7,guitar,Guitar_Open
1529,1529.wav,F:maj7,guitar,Guitar_Open
1530,1530.wav,F#:maj7,guitar,Guitar_Open
1531,1531.wav,G:maj7,guitar,Guitar_Open
1532,1532.wav,G#:maj7,guitar,Guitar_Open
1533,1533.wav,A:maj7,guitar,Guitar_Open
1534,1534.wav,A#:maj7,guitar,Guitar_Open
1535,1535.wav,B:maj7,guitar,Guitar_Open
1536,1536.wav,C:maj7,guitar,Guitar_Open
1537,1537.wav,C#:maj7,guitar,Guitar_Open
1538,1538.wav,D:maj7,guitar,Guitar_Open
1539,1539.wav,D#:maj7,guitar,Guitar_Open
1540,1540.wav,E:maj7,guitar,Guitar_Open
1541,1541.wav,F:maj7,guitar,Guitar_Open
1542,1542.wav,E:min7,guitar,Guitar_Open
1543,1543.wav,F:min7,guitar,Guitar_Open
1544,1544.wav,F#:min7,guitar,Guitar_Open
1545,1545.wav,G:min7,guitar,Guitar_Open
1546,1546.wav,G#:min7,guitar,Guitar_Open
1547,1547.wav,A:min7,guitar,Guitar_Open
1548,1548.wav,A#:min7,guitar,Guitar_Open
1549,1549.wav,B:min7,guitar,Guitar_Open
1550,1550.wav,C:min7,guitar,Guitar_Open
1551,1551.wav,C#:min7,guitar,Guitar_Open
1552,1552.wav,D:min7,guitar,Guitar_Open
1553,1553.wav,D#:min7,guitar,Guitar_Open
1554,1554.wav,E:min7,guitar,Guitar_Open
1555,1555.wav,A:min7,guitar,Guitar_Open
1556,1556.wav,A#:min7,guitar,Guitar_Open
1557,1557.wav,B:min7,guitar,Guitar_Open
1558,1558.wav,C:min7,guitar,Guitar_Open
1559,1559.wav,C#:min7,guitar,Guitar_Open
1560,1560.wav,D:min7,guitar,Guitar_Open
1561,1561.wav,D#:min7,guitar,Guitar_Open
1562,1562.wav,E:min7,guitar,Guitar_Open
1563,1563.wav,F:min7,guitar,Guitar_Open
1564,1564.wav,F#:min7,guitar,Guitar_Open
1565,1565.wav,G:min7,guitar,Guitar_Open
1566,1566.wav,G#:min7,guitar,Guitar_Open
1567,1567.wav,A:min7,guitar,Guitar_Open
1568,1568.wav,D:min7,guitar,Guitar_Open
1569,1569.wav,D#:min7,guitar,Guitar_Open
1570,1570.wav,E:min7,guitar,Guitar_Open
1571,1571.wav,F:min7,guitar,Guitar_Open
1572,1572.wav,F#:min7,guitar,Guitar_Open
1573,1573.wav,G:min7,guitar,Guitar_Open
1574,1574.wav,G#:min7,guitar,Guitar_Open
1575,1575.wav,A:min7,guitar,Guitar_Open
1576,1576.wav,A#:min7,guitar,Guitar_Open
1577,1577.wav,B:min7,guitar,Guitar_Open
1578,1578.wav,C:min7,guitar,Guitar_Open
1579,1579.wav,C#:min7,guitar,Guitar_Open
1580,1580.wav,D:min7,guitar,Guitar_Open
1581,1581.wav,D:5,guitar,Guitar_Open
1582,1582.wav,D#:5,guitar,Guitar_Open
1583,1583.wav,E:5,guitar,Guitar_Open
1584,1584.wav,F:5,guitar,Guitar_Open
1585,1585.wav,F#:5,guitar,Guitar_Open
1586,1586.wav,G:5,guitar,Guitar_Open
1587,1587.wav,G#:5,guitar,Guitar_Open
1588,1588.wav,A:5,guitar,Guitar_Open
1589,1589.wav,A#:5,guitar,Guitar_Open
1590,1590.wav,B:5,guitar,Guitar_Open
1591,1591.wav,C:5,guitar,Guitar_Open
1592,1592.wav,C#:5,guitar,Guitar_Open
1593,1593.wav,D:5,guitar,Guitar_Open
1594,1594.wav,D:5,guitar,Guitar_Open
1595,1595.wav,D#:5,guitar,Guitar_Open
1596,1596.wav,E:5,guitar,Guitar_Open
1597,1597.wav,F:5,guitar,Guitar_Open
1598,1598.wav,F#:5,guitar,Guitar_Open
1599,1599.wav,G:5,guitar,Guitar_Open
1600,1600.wav,G#:5,guitar,Guitar_Open
1601,1601.wav,A:5,guitar,Guitar_Open
1602,1602.wav,A#:5,guitar,Guitar_Open
1603,1603.wav,B:5,guitar,Guitar_Open
1604,1604.wav,C:5,guitar,Guitar_Open
1605,1605.wav,C#:5,guitar,Guitar_Open
1606,1606.wav,D:5,guitar,Guitar_Open
1607,1607.wav,A:5,guitar,Guitar_Open
1608,1608.wav,A#:5,guitar,Guitar_Open
1609,1609.wav,B:5,guitar,Guitar_Open
1610,1610.wav,C:5,guitar,Guitar_Open
1611,1611.wav,C#:5,guitar,Guitar_Open
1612,1612.wav,D:5,guitar,Guitar_Open
1613,1613.wav,D#:5,guitar,Guitar_Open
1614,1614.wav,E:5,guitar,Guitar_Open
1615,1615.wav,F:5,guitar,Guitar_Open
1616,1616.wav,F#:5,guitar,Guitar_Open
1617,1617.wav,G:5,guitar,Guitar_Open
1618,1618.wav,G#:5,guitar,Guitar_Open
1619,1619.wav,A:5,guitar,Guitar_Open
1620,1620.wav,E:7,guitar,Guitar_Open
1621,1621.wav,F:7,guitar,Guitar_Open
1622,1622.wav,F#:7,guitar,Guitar_Open
1623,1623.wav,G:7,guitar,Guitar_Open
1624,1624.wav,G#:7,guitar,Guitar_Open
1625,1625.wav,A:7,guitar,Guitar_Open
1626,1626.wav,A#:7,guitar,Guitar_Open
1627,1627.wav,B:7,guitar,Guitar_Open
1628,1628.wav,C:7,guitar,Guitar_Open
1629,1629.wav,C#:7,guitar,Guitar_Open
1630,1630.wav,D:7,guitar,Guitar_Open
1631,1631.wav,D#:7,guitar,Guitar_Open
1632,1632.wav,E:7,guitar,Guitar_Open
1633,1633.wav,A:7,guitar,Guitar_Open
1634,1634.wav,A#:7,guitar,Guitar_Open
1635,1635.wav,B:7,guitar,Guitar_Open
1636,1636.wav,C:7,guitar,Guitar_Open
1637,1637.wav,C#:7,guitar,Guitar_Open
1638,1638.wav,D:7,guitar,Guitar_Open
1639,1639.wav,D#:7,guitar,Guitar_Open
1640,1640.wav,E:7,guitar,Guitar_Open
1641,1641.wav,F:7,guitar,Guitar_Open
1642,1642.wav,F#:7,guitar,Guitar_Open
1643,1643.wav,G:7,guitar,Guitar_Open
1644,1644.wav,G#:7,guitar,Guitar_Open
1645,1645.wav,A:7,guitar,Guitar_Open
1646,1646.wav,D:7,guitar,Guitar_Open
1647,1647.wav,D#:7,guitar,Guitar_Open
1648,1648.wav,E:7,guitar,Guitar_Open
1649,1649.wav,F:7,guitar,Guitar_Open
1650,1650.wav,F#:7,guitar,Guitar_Open
1651,1651.wav,G:7,guitar,Guitar_Open
1652,1652.wav,G#:7,guitar,Guitar_Open
1653,1653.wav,A:7,guitar,Guitar_Open
1654,1654.wav,A#:7,guitar,Guitar_Open
1655,1655.wav,B:7,guitar,Guitar_Open
1656,1656.wav,C:7,guitar,Guitar_Open
1657,1657.wav,C#:7,guitar,Guitar_Open
1658,1658.wav,D:7,guitar,Guitar_Open
1659,1659.wav,A:hdim7,guitar,Guitar_Open
1660,1660.wav,A#:hdim7,guitar,Guitar_Open
1661,1661.wav,B:hdim7,guitar,Guitar_Open
1662,1662.wav,C:hdim7,guitar,Guitar_Open
1663,1663.wav,C#:hdim7,guitar,Guitar_Open
1664,1664.wav,D:hdim7,guitar,Guitar_Open
1665,1665.wav,D#:hdim7,guitar,Guitar_Open
1666,1666.wav,E:hdim7,guitar,Guitar_Open
1667,1667.wav,F:hdim7,guitar,Guitar_Open
1668,1668.wav,F#:hdim7,guitar,Guitar_Open
1669,1669.wav,G:hdim7,guitar,Guitar_Open
1670,1670.wav,G#:hdim7,guitar,Guitar_Open
1671,1671.wav,A:hdim7,guitar,Guitar_Open
1672,1672.wav,F:hdim7,guitar,Guitar_Open
1673,1673.wav,F#:hdim7,guitar,Guitar_Open
1674,1674.wav,G:hdim7,guitar,Guitar_Open
1675,1675.wav,G#:hdim7,guitar,Guitar_Open
1676,1676.wav,A:hdim7,guitar,Guitar_Open
1677,1677.wav,A#:hdim7,guitar,Guitar_Open
1678,1678.wav,B:hdim7,guitar,Guitar_Open
1679,1679.wav,C:hdim7,guitar,Guitar_Open
1680,1680.wav,C#:hdim7,guitar,Guitar_Open
1681,1681.wav,D:hdim7,guitar,Guitar_Open
1682,1682.wav,D#:hdim7,guitar,Guitar_Open
1683,1683.wav,E:hdim7,guitar,Guitar_Open
1684,1684.wav,F:hdim7,guitar,Guitar_Open
1685,1685.wav,E:hdim7,guitar,Guitar_Open
1686,1686.wav,F:hdim7,guitar,Guitar_Open
1687,1687.wav,F#:hdim7,guitar,Guitar_Open
1688,1688.wav,G:hdim7,guitar,Guitar_Open
1689,1689.wav,G#:hdim7,guitar,Guitar_Open
1690,1690.wav,A:hdim7,guitar,Guitar_Open
1691,1691.wav,A#:hdim7,guitar,Guitar_Open
1692,1692.wav,B:hdim7,guitar,Guitar_Open
1693,1693.wav,C:hdim7,guitar,Guitar_Open
1694,1694.wav,C#:hdim7,guitar,Guitar_Open
1695,1695.wav,D:hdim7,guitar,Guitar_Open
1696,1696.wav,D#:hdim7,guitar,Guitar_Open
1697,1697.wav,E:hdim7,guitar,Guitar_Open
1698,1698.wav,E:maj,guitar,Campfire
1699,1699.wav,F:maj,guitar,Campfire
1700,1700.wav,F#:maj,guitar,Campfire
1701,1701.wav,G:maj,guitar,Campfire
1702,1702.wav,G#:maj,guitar,Campfire
1703,1703.wav,A:maj,guitar,Campfire
1704,1704.wav,A#:maj,guitar,Campfire
1705,1705.wav,B:maj,guitar,Campfire
1706,1706.wav,C:maj,guitar,Campfire
1707,1707.wav,C#:maj,guitar,Campfire
1708,1708.wav,D:maj,guitar,Campfire
1709,1709.wav,D#:maj,guitar,Campfire
1710,1710.wav,E:maj,guitar,Campfire
1711,1711.wav,A:maj,guitar,Campfire
1712,1712.wav,A#:maj,guitar,Campfire
1713,1713.wav,B:maj,guitar,Campfire
1714,1714.wav,C:maj,guitar,Campfire
1715,1715.wav,C#:maj,guitar,Campfire
1716,1716.wav,D:maj,guitar,Campfire
1717,1717.wav,D#:maj,guitar,Campfire
1718,1718.wav,E:maj,guitar,Campfire
1719,1719.wav,F:maj,guitar,Campfire
1720,1720.wav,F#:maj,guitar,Campfire
1721,1721.wav,G:maj,guitar,Campfire
1722,1722.wav,G#:maj,guitar,Campfire
1723,1723.wav,A:maj,guitar,Campfire
1724,1724.wav,D:maj,guitar,Campfire
1725,1725.wav,D#:maj,guitar,Campfire
1726,1726.wav,E:maj,guitar,Campfire
1727,1727.wav,F:maj,guitar,Campfire
1728,1728.wav,F#:maj,guitar,Campfire
1729,1729.wav,G:maj,guitar,Campfire
1730,1730.wav,G#:maj,guitar,Campfire
1731,1731.wav,A:maj,guitar,Campfire
1732,1732.wav,A#:maj,guitar,Campfire
1733,1733.wav,B:maj,guitar,Campfire
1734,1734.wav,C:maj,guitar,Campfire
1735,1735.wav,C#:maj,guitar,Campfire
1736,1736.wav,D:maj,guitar,Campfire
1737,1737.wav,E:min,guitar,Campfire
1738,1738.wav,F:min,guitar,Campfire
1739,1739.wav,F#:min,guitar,Campfire
1740,1740.wav,G:min,guitar,Campfire
1741,1741.wav,G#:min,guitar,Campfire
1742,1742.wav,A:min,guitar,Campfire
1743,1743.wav,A#:min,guitar,Campfire
1744,1744.wav,B:min,guitar,Campfire
1745,1745.wav,C:min,guitar,Campfire
1746,1746.wav,C#:min,guitar,Campfire
1747,1747.wav,D:min,guitar,Campfire
1748,1748.wav,D#:min,guitar,Campfire
1749,1749.wav,E:min,guitar,Campfire
1750,1750.wav,A:min,guitar,Campfire
1751,1751.wav,A#:min,guitar,Campfire
1752,1752.wav,B:min,guitar,Campfire
1753,1753.wav,C:min,guitar,Campfire
1754,1754.wav,C#:min,guitar,Campfire
1755,1755.wav,D:min,guitar,Campfire
1756,1756.wav,D#:min,guitar,Campfire
1757,1757.wav,E:min,guitar,Campfire
1758,1758.wav,F:min,guitar,Campfire
1759,1759.wav,F#:min,guitar,Campfire
1760,1760.wav,G:min,guitar,Campfire
1761,1761.wav,G#:min,guitar,Campfire
1762,1762.wav,A:min,guitar,Campfire
1763,1763.wav,D:min,guitar,Campfire
1764,1764.wav,D#:min,guitar,Campfire
1765,1765.wav,E:min,guitar,Campfire
1766,1766.wav,F:min,guitar,Campfire
1767,1767.wav,F#:min,guitar,Campfire
1768,1768.wav,G:min,guitar,Campfire
1769,1769.wav,G#:min,guitar,Campfire
1770,1770.wav,A:min,guitar,Campfire
1771,1771.wav,A#:min,guitar,Campfire
